,Spill Number,Date Spill Reported,Spill Name,County,City/Town,Address,
69,1609228,1/4/2017,IN ROAD ,Warren,  WARRENSBURG ,  HARRINGTON HILL RT 60 , 
70,1609236,1/4/2017,A-VERDI SEPTIC HAULER MVA ,Wayne,  WALWORTH ,  5050 ROUITE 350 , 
71,1609229,1/4/2017,ROAD ,Orange,  SUGAR LOAF CHESTER ,  COUNTY RT 13 INTERSETION OF MAIN ST. , 
72,1609230,1/4/2017,BASEMENT ,Otsego,  ONEONTA ,  1248 STATE ROUTE 205 , 
73,1609231,1/4/2017,FORT DRUM ,Jefferson,  LERAY ,  BUILD 10263/NORTH AVE , 
74,1609232,1/4/2017,INDORANTE RESIDENCE ,Suffolk,  EAST QUOGUE ,  8 LAKEWOOD AVENUE , 
75,1609233,1/4/2017,MORLEY'S TRAILER COURT LOT #15 ,St Lawrence,  OGDENSBURG ,  MORLEY PARK DRIVE / COUNTY ROUTE 6 , 
76,1609234,1/4/2017,HUDSON AVE EAST/POT HEAD ,Kings,  BROOKLYN ,  1-11 HUDSON AVE , 
77,1609235,1/4/2017,GRAND PRIX SUBARU ,Nassau,  HICKSVILLE ,  NEAR 500 SOUTH BROADWAY , 
78,1609237,1/4/2017,PAVEMENT ,Saratoga,  WATERFORD ,  260 HUDSON RIVER ROAD , 
79,1609238,1/4/2017,PAVEMENT ,Saratoga,  WATERFORD ,  260 HUDSON RIVER RD , 
80,1609239,1/4/2017,PAVEMENT ,Saratoga,  WATERFORD ,  260 HUDSON RIVER , 
81,1609240,1/4/2017,RESIDENCE ,Suffolk,  SPRINGS ,  71 FORT POND BOULEVARD , 
82,1609241,1/4/2017,CHRISTIAN KELNER ,Cattaraugus,  OLEAN ,  2800 MCDUFFY RD , 
83,1609242,1/4/2017,POLE TOP 499 ,Erie,  BUFFALO ,  499 MADISON ST , 
84,1609245,1/4/2017,ECC NORTH CAMPUS ,Erie,  AMHERST ,  6205 MAIN ST. , 
85,1609244,1/4/2017,RESIDENTIAL ROAD ,Westchester,  LARCHMONT ,  BEACH AVE GOCHUM AVE , 
86,1609243,1/4/2017,DILELLO RESIDENCE ,Suffolk,  BABYLON ,  102 CALHOUN STREET , 
87,1609246,1/4/2017,SMARNOFF RESIDENCE ,Nassau,  SEAFORD ,  4027 ANN DRIVE , 
88,1609247,1/4/2017,COMMERCIAL ,Suffolk,  PATCHOGUE ,  67 MAIN STREET , 
89,1609248,1/4/2017,SNYDER RES ,Dutchess,  RHINEBECK ,  134 BERGER RD , 
90,1609249,1/4/2017,PRIVATE RESD ,Ulster,  ULSTER PARK ,  1291 OLD POST RD , 
91,1609250,1/4/2017,COMMERCIAL STRUCTURE - PHASE II ,Queens,  LONG ISLAND CITY ,  42-33 12TH ST , 
92,1609251,1/4/2017,URBAN LEAGUE OF WESTCHESTER ,Westchester,  WHITE PLAINS ,  61 MITCHELL PLACE , 
93,1609252,1/4/2017,O-AT-KA MILK PRODUCTS ,Genesee,  BATAVIA ,  4815 ELLICOTT STREET ROAD , 
94,1609253,1/4/2017,BUCKEYE TERMINALS LLC ,Orange,  NEWBURGH ,  924 RIVER RD , 
95,1609254,1/4/2017,NAT GRID TRANSFORMER SHELDON RD ,Schoharie,  SCHOHARIE DELANSON ZIP ,  251 SHELDON RD , 
96,1609255,1/4/2017,PRIVATE RESD ,Ulster,  ELLENVILLE ,  7 HILLCREST AVE , 
97,1609256,1/4/2017,ROADWAY ,Orange,  NEWBURGH ,  I-84 WB MILE MAKER 38 , 
98,1609257,1/4/2017,BUILDING 3537 TO AUTO SHOP IN ROADWAY ,Saratoga,  WATERFORD ,  260 HUDSON RIVER RD , 
99,1609258,1/4/2017,NAT GRID TRANSFORMER SHELDON RD ,Schoharie,  DELANSON ZIP SCHOHARIE ,  209 SHELDON RD , 
100,1609259,1/4/2017,ROADWAY ,Nassau,  LONG BEACH ,  325 EAST BAY DRIVE , 
101,1609260,1/4/2017,GRAVEL IN BACK LOT ,Erie,  DEPEW ,  128 UNIVERSITY DR , 
102,1609261,1/4/2017,BUSSALINO RESIDENCE ,Nassau,  WESTBURY ,  21 LEXINGTON AVENUE , 
103,1609262,1/4/2017,SCHOOL ,Orange,  MONROE ,  166 PINE TREE RD , 
104,1609263,1/4/2017,HARITON RESIDENCE ,Nassau,  PLAINVIEW ,  41 WESTBURY AVENUE , 
105,1609264,1/4/2017,BASEMENT ,Westchester,  CORTLANDT MANOR ,  4 LAKE RD , 
106,1609265,1/5/2017,POLE #6 ,Saratoga,  BALLSTON LAKE ,  THUNDERBIRD DR/BURNING BUSH BLVD , 
107,1609266,1/5/2017,FUEL FARM ,Westchester,  WEST HARRISON ,  240 AIRPORT RD , 
108,1609276,1/5/2017,GREAT KILLS HARBOR ,Richmond,  GREAT KILLS ,  GREAT KILLS HARBOR , 
109,1609267,1/5/2017,POLE # 18 ,Warren,  LAKE LUZERNE ,  7 BROADWAY , 
110,1609268,1/5/2017,GILMORE PROPERTY ,Columbia,  ANCRAM ,  571 OVER MT ROAD CORNER /CATTALINO RD , 
111,1609270,1/5/2017,AMERIGAS @7503 COON ROAD ,Cortland,  CUYLER ,  7503 COON ROAD , 
112,1609269,1/5/2017,CSX ,Albany,  SELKIRK ,  1 BELL CROSSING RD YARD , 
113,1609271,1/5/2017,CULVERT ,Livingston,  SPARTA ,  I-390 NORTHBOUND , 
114,1609272,1/5/2017,LIRR ,Suffolk,  RONKONKOMA ,  ALICE DRIVE AND RAILROAD AVENUE , 
115,1609275,1/5/2017,NYANG PFOA / PFAS ,Onondaga,  SYRACUSE ,  6001 EAST MOLLOY RD , 
116,1609273,1/5/2017,BNL ,Suffolk,  UPTON ,  30 BELL AVENUE , 
117,1609274,1/5/2017,KWIK FILL ,Erie,  LANCASTER ,  5835 BROADWAY , 
118,1609277,1/5/2017,VEHICLE # 60975 ,Westchester,  TARRYTOWN ,  SOUTH DEPOT PLAZA/WHITE ST , 
119,1609279,1/5/2017,POLE TOP 1 ,Saratoga,  GREENFIELD CENTER ,  1 LAINE DRIVE , 
120,1609280,1/5/2017,DIAMOND PROPERTIES - TTF ,Westchester,  MOUNT PLEASANT ,  75 VIRGINIA RD , 
121,1609281,1/5/2017,LOMBARDI - UST ,Westchester,  YONKERS ,  2128 CENTRAL PARK AVE , 
122,1609282,1/5/2017,KELLY - UST ,Westchester,  YONKERS ,  25 VALDALE AVE , 
123,1609283,1/5/2017,COMMERCIAL PROPERTY STATE ST ,Schenectady,  SCHENECTADY ,  1016 STATE ST , 
124,1609284,1/5/2017,TILCON HYDRAULIC SPILL ,Dutchess,  NEW HAMBURG ,  461 SHEAFE ROAD , 
125,1609285,1/5/2017,SUNOCO ,Westchester,  PORT CHESTER ,  37 WESTCHESTER AVE , 
126,1609286,1/5/2017,GEISEL RESIDENCE ,Nassau,  LEVITTOWN ,  25 OLD OAK LANE , 
127,1609287,1/5/2017,HOME ,Queens,  FRESH MEADOWS ,  181-20 MIDLAND PARKWAY , 
128,1609288,1/5/2017,SAMSON STATE PARK ,Seneca,  ROMULUS ,  6069 STATE ROUTE 96A , 
129,1609289,1/5/2017,BUONOCORE - AST/UST ,Westchester,  PLEASANTVILLE ,  310 BROADWAY , 
130,1609290,1/5/2017,SOUTH HUNTINGTON SCHOOL TRANSPORTATION CENTER ,Suffolk,  HUNTINGTON STATION ,  24 HARDING PLACE , 
131,1609291,1/5/2017,EASTVIEW SERVICE CENTER ,Westchester,  GREENBURGH ,  315 SAW MILL RIVER RD , 
132,1609292,1/5/2017,SYRACUSE SCALE COMPANY ,Onondaga,  SYRACUSE ,  156 - 158 SOLAR ST , 
133,1609293,1/5/2017,ROADSIDE ,Suffolk,  HAUPPAUGE ,  201 ROOSEVELT BOULEVARD , 
134,1609294,1/5/2017,GREAT KILLS NATIONAL RECREATION AREA ,Richmond,  STATEN ISLAND ,  BUFFALO ST , 
135,1609295,1/5/2017,ADJACENT TO BUILDING ,Albany,  COLONIE ,  1 FAIRFIELD AVE , 
136,1609296,1/5/2017,WATER ,New York,  NEW YORK ,  QUEENS , 
137,1609297,1/5/2017,HARRIS RESIDENCE ,Nassau,  BALDWIN ,  2109 CHESTNUT STREET , 
138,1609298,1/5/2017,POLE 68562 ,Ulster,  HURLEY ,  521 MOUNTAIN VIEW AVE , 
139,1609299,1/6/2017,MVA ON ROADWAY ,Westchester,  GREENBURGH ,  SPRAIN BROOK PKWY 6.3 , 
140,1609305,1/6/2017,ROADWAY MVA ,Westchester,  GREENBURGH ,  SPRAIN BROOK PKWY 6.3 , 
141,1609302,1/6/2017,IN THE SOIL ,Monroe,  ROCHESTER ,  1694 ST PAUL STREET , 
142,1609301,1/6/2017,OWENS CORNING RT 32 FEURA BUSH RD ,Albany,  FEURA BUSH ,  1277 FEURA BUSH RD RT 32 , 
143,1609303,1/6/2017,PAPER MILL ,Washington,  FORT EDWARD ,  1 EDDY STREET , 
144,1609304,1/6/2017,PAD MOUNT TRANSFORMER ,Dutchess,  HOPEWELL JUNCTION ,  17 COOPERS LANE , 
145,1609306,1/6/2017,PARKING LOT SPILL ,Putnam,  MAHOPAC ,  926 RTE 6 , 
146,1609311,1/6/2017,PARKING LOT ,Putnam,  MAHOPAC ,  926 RTE 6 , 
147,1609307,1/6/2017,BLACKTOP ,Delaware,  STAMFORD ,  53 MURPHY RD , 
148,1609308,1/6/2017,OSSO - UST ,Westchester,  HAWTHORNE ,  123 SHERMAN AVE , 
149,1609309,1/6/2017,GIBBS - UST / LINES ,Westchester,  MOUNT VERNON ,  34 VILLA ST , 
150,1609310,1/6/2017,ACCACIA / DUKE - UST ,Westchester,  YONKERS ,  24 MAPLE PLACE , 
151,1609312,1/6/2017,SOIL ,Saratoga,  CLIFTON PARK ,  MOE RD AND CLIFTON PARK RD , 
152,1609313,1/6/2017,ARKEMA ,Livingston,  PIFFARD ,  3289 GENESEE ST , 
153,1609316,1/6/2017,BUSINESS ,Livingston,  PIFFARD ,  3289 GENESEE ST , 
154,1609314,1/6/2017,PALAZZO - AST ,Westchester,  HAWTHORNE ,  297 COMMERCE ST , 
155,1609315,1/6/2017,ROADWAY ,Suffolk,  BRENTWOOD ,  SPUR DR N AND BROADWAY , 
156,1609317,1/6/2017,EXPRESS MART ,Ontario,  GENEVA ,  825 CANANDAIGUA RD , 
157,1609318,1/6/2017,GULF STATION HEATING TANK ,Dutchess,  FISHKILL ,  733 ROUTE 9 , 
158,1609319,1/6/2017,TAGLIAMBE - UST ,Westchester,  BRONXVILLE ,  47 PARKWAY ROAD , 
159,1609320,1/6/2017,AIRPORT ,Monroe,  ROCHESTER ,  1200 BROOKS AVENUE , 
160,1609321,1/6/2017,TAYLOR RESIDENCE ,Nassau,  FREEPORT ,  4 WILLOWBROOK LANE , 
161,1609322,1/6/2017,GALLAGHER RESIDENCE ,Suffolk,  EAST HAMPTON ,  71 FORT POND BLVD , 
162,1609323,1/6/2017,RAW SEWAGE ,Westchester,  YONKERS ,  801 NEPPERHAN AVE , 
163,1609324,1/6/2017,2 FAMILY RESIDENCE ,Tioga,  APALACHIN ,  334 WEST MAIN ST , 
164,1609325,1/6/2017,SOIL ,Ulster,  MODENA ,  1859 ROUTE 44/55 , 
165,1609326,1/6/2017,FPRT DRUM AIR FIELD ,Jefferson,  FORT DRUM ,  2060 SHANK RD , 
166,1609327,1/6/2017,TANNENBAUM RESIDENCE ,Suffolk,  EAST NORTHPORT ,  77 SHELBY ROAD , 
167,1609328,1/6/2017,ROADWAY & SIDEWALK ,New York,  NEW YORK ,  680 WEST END AVE , 
168,1609329,1/6/2017,BUSINESS ,Livingston,  AVON ,  1525 WEST HENRIETTA RD , 
169,1609330,1/6/2017,SUNOCO ON BROADWAY ,Ulster,  KINGSTON ,  675 BROADWAY ( BY 587 AND BROADWAY) , 
170,1609331,1/6/2017,UNDER THE HOUSE ,Queens,  BROADCHANNEL ,  42 WEST 12TH RD , 
171,1609332,1/6/2017,VACANT PROPERTY ,Kings,  BROOKLYN ,  555 WAVERLY AVE , 
172,1609333,1/6/2017,GONZO RESIDENCE ,Greene,  HUNTER ,  108 BOTTI DR , 
173,1609334,1/6/2017,BAUMANN BUS ,Nassau,  OCEANSIDE ,  107 LAWSON BLVD , 
174,1609335,1/6/2017,GHENT XTRA MART / TERPENING TRUCKING ,Columbia,  GHENT ,  2335 RTE 66 , 
175,1609336,1/7/2017,BUSINESS SUNOCO ,Herkimer,  HERKIMER ,  430 MOHAWK ST , 
176,1609337,1/7/2017,PUMP STATION ,St Lawrence,  NORFOLK ,  RTE 56 , 
177,1609300,1/7/2017,RUSSELL D. JOHNSON JR. HOLDINGS LLC PROPERTY ,Oneida,  ROME ,  228 ERIE BLVD EAST , 
178,1609338,1/7/2017,COMMERCIAL ,Saratoga,  SARATOGA SPRINGS ,  11 ADAMS RD , 
179,1609339,1/7/2017,RIVERS CASINO POLSINELLO MAXON ALCO NOTT ST IND PK ,Schenectady,  SCHENECTADY ,  301 NOTT ST (IND PK) , 
180,1609340,1/7/2017,SOIL AND WATER ,Ulster,  KINGSTON ,  272 E STRAND ST , 
181,1609341,1/7/2017,AIR NATIONAL GUARD STRATTON ,Schenectady,  SCOTIA ,  1 AIR NATIONAL GUARD RD , 
182,1609342,1/7/2017,RESIDENTIAL RT 80 ,Otsego,  EDMESTON ,  1273 STATE HIGHWAY 80 (RT 80) , 
183,1609343,1/7/2017,COMM. BUILDING ,Putnam,  SOUTHEAST ,  80 INTERNATIONAL BLVD , 
184,1609344,1/7/2017,COMMERCIAL ,Tompkins,  ITHACA ,  135 FAIR GROUND MEMORIAL PARK WAY , 
185,1609345,1/7/2017,ROADWAY ,Oneida,  NORTH BAY ,  129 DRIVE 34 , 
186,1609346,1/7/2017,RESIDENCE ,Cattaraugus,  RANDOLPH ,  1060 CENTER ROAD , 
187,1609347,1/8/2017,TERMINAL 4 ,Queens,  JAMACIA ,  JFK INTERNATIONAL AIRPORT , 
188,1609348,1/8/2017,VEHICLE ACCIDENT RT 30A @ RT 7 ,Schoharie,  SCHOHARIE ,  STATE RT 30A @ RT 7 , 
189,1609349,1/8/2017,SHERIDAN CARRIERS TRUCK MVA BURDECK @ PRINCETOWN ,Schenectady,  ROTTERDAM ,  BURDECK @ PRINCETOWN , 
190,1609350,1/9/2017,POLE 129 ,Niagara,  NIAGARA FALLS ,  3261 HYDE PARK BLVD , 
191,1609351,1/9/2017,ROADWAY ,Rockland,  ORANGEBURG ,  380 ROUTE 303 , 
192,1609352,1/9/2017,GAYLORD RESIDENCE ,Oneida,  DURHAMVILLE ,  5490 MAIN ST , 
193,1609353,1/9/2017,STREET ,New York,  MANHATTAN ,  9 TH AVE 22 FEET NORTH OF W. 56 TH ST , 
194,1609354,1/9/2017,CSX ,Albany,  SELKIRK ,  1 BELL CROSSING RD YARD , 
195,1609356,1/9/2017,SECONDARY CONTAINMENT ,Orleans,  ALBION ,  3819 OAK ORCHARD RD , 
196,1609357,1/9/2017,FOUL ODOR ,Jefferson,  HOUNSFIELD ,  ROUTE 66 , 
197,1609358,1/9/2017,FULLAM RESIDENCE ,Suffolk,  HUNTINGTON ,  16 COMPASS COURT , 
198,1609426,1/9/2017,HICKSVILLE WATER DISTRICT ,Nassau,  HICKSVILLE ,  STEWART AVE , 
199,1609359,1/9/2017,RESIDENTIAL ,Rensselaer,  EAST GREENBUSH ,  3382 STATE RT 150 , 
200,1609360,1/9/2017,UNKNOWN ,Nassau,  WESTBURY ,  88 KINKEL STREET , 
201,1609361,1/9/2017,NYACK HIGH SCHOOL GENERATOR TANK ,Rockland,  UPPER NYACK ,  360 CHRISTIAN HAROLD RD , 
202,1609363,1/9/2017,IN LAKE CARMEL ,Putnam,  LAKE CARMEL ,  OPPOSITE 293 EAST LAKE SHORE DRIVE , 
203,1609362,1/9/2017,BURNE RES OLD RT 23 SEWAGE ,Greene,  CAIRO ,  84 OLD RT 23 , 
204,1609364,1/9/2017,TOWN OF NEWBURGH HWY DEPT ,Orange,  NEWBURGH ,  90 GARDNERTOWN RD , 
205,1609365,1/9/2017,OVERFILL @ SANSOTTA RESIDENCE ,Westchester,  NEW ROCHELLE ,  22 STONELEA PLACE , 
206,1609366,1/9/2017,RESIDENTIAL ,Nassau,  LONG BEACH ,  15 MINNESOTA AVENUE , 
207,1609367,1/9/2017,AMOROSO RESIDENCE ,Suffolk,  STONY BROOK ,  7 SALT MEADOW LANE , 
208,1609368,1/9/2017,HASSEN PROPERTY ,Dutchess,  BEACON ,  16 CHURCH ST , 
209,1609369,1/9/2017,MANHOLE 10809 ,Westchester,  NEW ROCHELLE ,  LINCOLN AVE AT NORTH ST , 
210,1609370,1/9/2017,INTERFACE PERFORMANCE ,Oswego,  FULTON ,  2885 STATE RT 481 , 
211,1609820,1/9/2017,BIXBY WOOD ROAD MVA ,Wayne,  SAVANNAH ,  BIXBY WOOD ROAD , 
212,1609371,1/9/2017,ROSE DELIVERY ,Westchester,  RYE ,  8 SOUTH MANURSING ISLAND , 
213,1609372,1/9/2017,VAULT #643 ,Queens,  QUEENS ,  47-16 AUSTEL PLACE , 
214,1609373,1/9/2017,BLDG 310 ,Dutchess,  HOPEWELL JUNCTION ,  2070 STATE ROUTE 52 , 
215,1609374,1/9/2017,VEHICLE ,Westchester,  NORTH CASTLE ,  690 NORTH BROADWAY , 
216,1609375,1/9/2017,APT COMPLEX ,New York,  CHELSEA ,  218 WEST 22ND ST APT 1FW , 
217,1609376,1/9/2017,CHRIS BRUDERER RESIDENCE ,Nassau,  EAST NORWICH ,  47 HIGHWOOD ROAD , 
218,1609437,1/10/2017,THREE SON PETROLEUM RT 5 ,Schenectady,  GLENVILLE ,  RT 5 , 
219,1609377,1/10/2017,UPS SCHUYLER RD LOT ,Onondaga,  DEWITT ,  6975 NORTHERN BLVD , 
220,1609397,1/10/2017,WADDINGTON ESTATES LOT #13 ,Oneida,  TABERG ,  8728 KIWANIS RD , 
221,1609378,1/10/2017,CONSTRUCTION SITE ,Schoharie,  GILBOA ,  368 RT 990 V , 
222,1609379,1/10/2017,RESIDENCE ,New York,  MANHATTEN ,  165 EAST 35TH ST , 
223,1609380,1/10/2017,STEWARTS - FORMER MUZIKAR ,Saratoga,  SCHYLERVILLE ,  208 BROAD ST , 
224,1609381,1/10/2017,HOME ,Orange,  CUDDEBACKVILLE ,  327 GALLY HILL RD , 
225,1609382,1/10/2017,500 MEGA WATT ,Queens,  ASTORIA ,  31-03 AND 20 AVE , 
226,1609384,1/10/2017,RESIDENCE ,Nassau,  WANTAGH ,  161 LAUREL LANE , 
227,1609383,1/10/2017,UNKNOWN NO SPILL ,Nassau,  NEW HYDE PARK ,  2001 MARCUS AVENUE , 
228,1609385,1/10/2017,FIRST STUDENT BUS COMPANY ,Orange,  FLORIDA ,  17 INDUSTRIAL DRIVE , 
229,1609386,1/10/2017,HOME ,Orange,  NEWBURGH ,  121 MONTGOMERY ST , 
230,1609387,1/10/2017,RITE OF WAY ,Saratoga,  GREENFIELD ,  219 GREENE RD , 
231,1609388,1/10/2017,APT BUILDING ,New York,  NEW YORK ,  165 EAST 35 ST , 
232,1609389,1/10/2017,MOMENTIVE PERFORMANCE BLDG 20 ,Saratoga,  WATERFORD ,  260 HUDSON RIVER RD , 
233,1609390,1/10/2017,UNDERGROUND VAULT 4913 ,New York,  NEW YORK ,  232 WEST 40 ST , 
234,1609391,1/10/2017,HOUSE AT ,Bronx,  BRONX ,  2428 LURTING AVE , 
235,1609392,1/10/2017,EARTH CARE ,Dutchess,  BEACON ,  80 DENNINGS AVE , 
236,1609393,1/10/2017,TRANSCANADA ,Queens,  LONG ISLAND CITY ,  3854 VERNON BLVD , 
237,1609398,1/10/2017,9 WEST OAKLEY STREET ,Dutchess,  POUGHKEEPSIE ,  9 WEST OAKLEY STREET , 
238,1609394,1/10/2017,KNOLLS ATOMIC POWER LAB KAPL RIVER RD ,Schenectady,  NISKAYUNA ,  2425 RIVER RD , 
