,Spill Number,Date Spill Reported,Spill Name,County,City/Town,Address,
36,2004687,8/21/2020,RGE TRANSFORMER - PAD MOUNT #16 ,Monroe,  PERINTON ,  45 CAMBRIC CIRCLE , 
37,2004688,8/21/2020,DRUM RUN ,Queens,  FAR ROCKAWAY ,  DE SOTA RD / BEACH 94TH ST , 
38,2004689,8/21/2020,TRANSFORMER ,Ulster,  ELLENVILLE ,  44 NORTH SHORE RD , 
39,2004690,8/22/2020,CUMBERLAND FARMS ,Suffolk,  MANORVILLE ,  498 COUNTY RD 111 , 
40,2004691,8/22/2020,POLE 7 SOIL NATIONAL GRID ,Washington,  FORT ANN ,  THOMAS RD , 
41,2004692,8/22/2020,PUNCTURED DRUM ,Orange,  MONTGOMERY ,  645 NEELYTOWN RD , 
42,2004693,8/22/2020,AURUBIS ACID SPILL INSIDE BUILDING ON CONCRETE ,Erie,  BUFFALO ,  70 SAYRE ST , 
43,2004694,8/22/2020,UNKNOWN ,Suffolk,  CORAM ,  6 BRISTOL DOWN ROAD , 
44,2004695,8/22/2020,PAVEMENT AND SOIL; ROCKS ,Chautauqua,  DUNKIRK ,  MAIN ST. (CORNER OF THE WEST OF THE PROPERTY) , 
45,2004696,8/22/2020,NYSEG ,Washington,  GRANVILLE ,  33 DEKAULB ROAD , 
46,2004697,8/22/2020,SOIL ,Erie,  AMHERST ,  76 FOXHUNT LANE , 
47,2004698,8/22/2020,METRO NORTHE LINE ,Westchester,  PEEKSKILL ,  BETWEEN HUDSON AVE ROA HOOK RD , 
48,2004699,8/22/2020,CREEK METTACAHONTS ,Ulster,  ACCORD ,  40 DEWITT ROAD , 
49,2004700,8/22/2020,SAVVINO RESIDENCE ,Suffolk,  RONKONKOMA ,  161 RICHMOND BLVD , 
50,2004701,8/22/2020,UNKNOWN ,Nassau,  ROCKVILLE CENTRE ,  456 PERSHING BLVD , 
51,2004702,8/22/2020,MORMAN RESIDENCE ,Suffolk,  SOUND BEACH ,  124 LOWER ROCKY POINT RD , 
52,2004703,8/22/2020,BOB JOHNSON LUBE FACILITY ,Monroe,  ROCHESTER ,  1225 WEST RIDGE RD , 
53,2004704,8/22/2020,CAR FIRE JUBIC RESIDENCE ,Rensselaer,  SAND LAKE ,  99 BIRDS HILL RD , 
54,2004705,8/22/2020,LAKE IFO CAPE COD VILLAGE GROUP HOME ,Warren,  HAGUE ,  28 BAYBERRY LANE , 
55,2004706,8/22/2020,GULF GAS STATION ,Warren,  WARRENSBURG ,  3775 MAIN ST , 
56,2004707,8/22/2020,RESIDENCE ,Nassau,  NORTH MASSAPEQUA ,  54 MIDLAWN DRIVE , 
57,2004708,8/22/2020,RESIDENCE ,Suffolk,  BRENTWOOD ,  399 AMERICAN BLVD , 
58,2004709,8/22/2020,RESIDENTIAL STORM DRAIN ,Rensselaer,  TROY ,  238 FOURTH ST , 
59,2004710,8/22/2020,BY EXIT 25 ,Schenectady,  ROTTERDAM ,  INTERSTATE 88 EASTBOUND , 
60,2004711,8/22/2020,CRICKET VALLEY SUBSTATION ,Dutchess,  DOVER PLAINS ,  2241 ROUTE 22 , 
61,2004712,8/22/2020,EASTVIEW SERVICE CENTER ,Westchester,  VALHALLA ,  315 OLD SAW MILL RIVER RD , 
62,2004713,8/22/2020,SEWAGE ODOR IN THE CREEK ,Ulster,  ROCHESTER ,  105 METTACAHONTS RD , 
63,2004714,8/22/2020,MOMENTIVE RESIDUE CLEAVAGE ,Saratoga,  WATERFORD ,  260 HUDSON RIVER RD , 
64,2004715,8/23/2020,ROADWAY ,Kings,  NEW YORK CITY ,  LIVONIA AVE , 
65,2004716,8/23/2020,ROMAN RESIDENCE ,Nassau,  BETHPAGE ,  1 ROBINSON DR , 
66,2004717,8/23/2020,STEPPING STONE MARINA ,Nassau,  GREAT NECK ,  38 STEPPING STONE LANE , 
67,2004718,8/23/2020,FROM MARINA ,Nassau,  GREAT NECK ,  38 STEPPING STONE LANE , 
68,2004719,8/23/2020,ONEIDA LAKE - DAMON POINT ,Madison,  sullivan ,  Damon Point , 
69,2004753,8/23/2020,LAKE ONTARIO SHEEN ,Wayne,  SODUS POINT ,  43� 17' 00 , 
70,2004720,8/23/2020,KURUVILLA RESIDENCE ,Nassau,  PLAINVIEW ,  12 ONTARIO AVE , 
71,2004721,8/23/2020,SUMITOMO RUBBER ,Erie,  TONAWANDA ,  10 SHERIDAN DR , 
72,2004722,8/23/2020,ROADWAY; CURB; SAIDEWALK ,Queens,  QUEENS ,  129-07 133RD AVE , 
73,2004723,8/23/2020,RGE POLE A (IN REAR) ,Monroe,  ROCHESTER ,  136 BARBERRY TERRACE , 
74,2004724,8/23/2020,TA TRUCK STOP ,Orange,  MONTGOMERY ,  125 NEELYTOWN RD , 
75,2004725,8/24/2020,NATIONAL GRID ,Albany,  ALBANY ,  A/O 165 HENRY JOHNSON BLVD , 
76,2004726,8/24/2020,EXCAVATION ,New York,  MANHATTAN ,  10TH AVE @ WEST 35TH AVE , 
77,2004727,8/24/2020,UNKNOWN ,Suffolk,  WYANDANCH ,  168 COLONIAL SPRINGS ROAD , 
78,2004757,8/24/2020,LAF A LOT RESTAURANT ,Steuben,  WAYLAND ,  100 LAFALOT ROAD , 
79,2004728,8/24/2020,NATIONAL GRID @187 W 9TH ST ,Oswego,  OSWEGO ,  187 W 9TH ST , 
80,2004729,8/24/2020,WEST BOUND ,Queens,  QUEENS ,  L.I.E AT THE CROSSISLAND PKWAY , 
81,2004730,8/24/2020,VULCRAFT ,Chemung,  CHEMUNG ,  621 MAIN ST , 
82,2004731,8/24/2020,TATRO RES ,Orange,  WARWICK ,  137 SOUTH ST EXT , 
83,2004732,8/24/2020,GIACOMELLI RES ,Putnam,  CARMEL ,  13 COLLIER DR WEST , 
84,2004733,8/24/2020,FULTON COUNTY SERVICES COMPLEX ,Fulton,  JOHNSTOWN ,  2712 ST RT 29 , 
85,2004734,8/24/2020,STREET ,Erie,  BUFFALO ,  GRANT AND POOLEY , 
86,2004735,8/24/2020,CON ED HUDSON AVE GENERATING STATION ,Kings,  BROOKLYN ,  1-11 HUDSON AVE , 
87,2004736,8/24/2020,CONCRETE AND SOIL ,Orange,  NEW WINDSOR ,  115 RILEY ROAD , 
88,2004737,8/24/2020,ROADWAY ,Erie,  BUFFALO ,  319 ABBOTT ROAD , 
89,2004738,8/24/2020,NATIONAL GRID POLE 22 ,Oneida,  NEW HARTFORD ,  45 SANGER AVE , 
90,2004739,8/24/2020,CONSTRUCTION SITE ,Chautauqua,  CHERRY CREEK ,  ERWIN ROAD , 
91,2004740,8/24/2020,RESIDENTIAL ,Nassau,  WESTBURY ,  841 GRAND BOULEVARD , 
92,2004741,8/24/2020,CRANDALL RES ,Dutchess,  POUGHKEEPSIE ,  663 VASSAR RD , 
93,2004742,8/24/2020,CON ED MGP SITE (V00569) ,Westchester,  MOUNT VERNON ,  103 WEST 5TH ST , 
94,2004743,8/24/2020,NATIONAL GRID POLE 67 ,Oneida,  ROME ,  8491 WEST THOMAS ST , 
95,2004744,8/24/2020,METRO RAIL NORTH ,Westchester,  CORTLANDT MANOR ,  1/2 MILE NORTH OF ROA HOOK RD , 
96,2004745,8/24/2020,RESIDENTIAL STREET ,Westchester,  MOUNT PLEASANT ,  OPPOSITE 2 DAVIS AVENUE , 
97,2004746,8/24/2020,GETTY # 58021 ,Westchester,  DOBBS FERRY ,  420 BROADWAY , 
98,2004747,8/24/2020,NAT GRID ,Warren,  WARRENSURG ,  4036 MAIN ST , 
99,2004748,8/24/2020,HANGER D1 RAMP ,Westchester,  WHITE PLAINS ,  240 AIRPORT RD , 
100,2004749,8/24/2020,CON ED SPILL ,Westchester,  HASTINGS ,  21 STANLEY AVE , 
101,2004750,8/24/2020,CUMBERLAND FARMS # 3151 ,Greene,  WEST COXSACKIE ,  359 MANSION ST , 
102,2004751,8/24/2020,ROCHESTER GAS AND ELECTRIC POLE 5 ,Allegany,  RICHBURG ,  125 GRIFFIN ST , 
103,2004752,8/24/2020,VACANT PROPERTY ,Queens,  QUEENS ,  31-16 21ST ST , 
104,2004754,8/24/2020,HERNANDEZ RES ,Sullivan,  NARROWSBURG ,  479 SKIPPERENE RD , 
105,2004755,8/24/2020,OFFENHARTZ ,Westchester,  LARCHMONT ,  33 MAYHEW AVE , 
106,2004756,8/24/2020,GRAND ISLAND HIGH SCHOOL ,Erie,  GRAND ISLAND ,  1100 RANSOM ROAD , 
107,2004829,8/24/2020,SODUS POINT BEACH ,Wayne,  SODUS POINT ,  8583 WICKHAM BLVD , 
108,2004759,8/24/2020,RIKERS ISLAND RMC KITCHEN ,Queens,  EAST ELMHURST ,  RMC KITCHEN , 
109,2004758,8/24/2020,SPEEDWAY #7700 ,Warren,  QUEENSBURY ,  756 QUAKER RD , 
110,2004760,8/24/2020,UNKNOWN ,Suffolk,  HUNTINGTON STATION ,  11 LIVINGSTON STREET , 
111,2004761,8/24/2020,RGE TRANSFORMER BEHIND BIG LOTS ,Monroe,  ROCHESTER ,  825 FAIRPORT RD , 
112,2004762,8/24/2020,CUMBERLAND FARMS ,Suffolk,  LAKE RONKONKOMA ,  316 SMITHTOWN BLVD , 
113,2004763,8/24/2020,POLEMOUNT TRANSFORMER ,Westchester,  PELHAM ,  1415 ROOSEVELT AVE , 
114,2004807,8/24/2020,VERIZON ,Erie,  NORTH COLLINS ,  10685 VERSAILLES PLANK RD , 
115,2004764,8/24/2020,NATIONAL GRID ,Albany,  GLENMONT ,  402 FEURA BUSH RD , 
116,2004765,8/24/2020,VEHICLE TO CREEK ,Erie,  CHEEKTOWAGA ,  BEHIND 2460 UNION RD , 
117,2004766,8/24/2020,CON ED ,Kings,  BROOKLYN ,  278 EAST 35TH ST , 
118,2004767,8/25/2020,EMERSON POWER TRANSMISSION WELL DYE TEST ,Tompkins,  ITHACA ,  540 SOUTH CAYUGA ST , 
119,2004768,8/25/2020,ACROSS FROM ,Niagara,  LOCKPORT ,  7366 SLAYTON SETTLEMENT RD , 
120,2004769,8/25/2020,EMPIRE GENERATING ,Rensselaer,  RENSSELAER ,  75 RIVERSIDE AVE , 
121,2004770,8/25/2020,COMMERCIAL ,Otsego,  ONEONTA ,  4 RAIL ROAD AVE , 
122,2004771,8/25/2020,SOIL ,Bronx,  BRONX ,  1325 JEROME AVE , 
123,2004772,8/25/2020,UNKNOWN ,Nassau,  ROSLYN HEIGHTS ,  153 PARKWAY DRIVE , 
124,2004773,8/25/2020,COUNTY WASTE ,Rensselaer,  AVERILL PARK ,  8429 MILLER HILL RD- ROUTE 43 , 
125,2004774,8/25/2020,SUBSTATION ,Orange,  WALLKILL ,  45 MALTESE DR , 
126,2004775,8/25/2020,STEWARTS #385 ,Saratoga,  CLIFTON PARK ,  214 GUIDEBOARD RD , 
127,2004795,8/25/2020,WELLSVILLE HIGHWAY PROPERTY ,Allegany,  WELLSVILLE ,  41 WEST HANOVER STREET , 
128,2004776,8/25/2020,SOIL ,Washington,  WHITEHALL ,  MOUNTAIN ST , 
129,2004777,8/25/2020,UNIVERSITY OF ROCHESTER ,Monroe,  ROCHESTER ,  520 INTERCAMPUS DR , 
130,2004778,8/25/2020,SWARTHOUT RECYCLING EXCAVATOR FIRE ,Tompkins,  ITHACA ,  737 WILLOW AVE , 
131,2004779,8/25/2020,RESIDENCE ,Nassau,  MASSAPEQUA PARK ,  229 OCEAN AVENUE , 
132,2004780,8/25/2020,FUCHS RESIDENCE ,Rockland,  MONSEY ,  39 GLENBROOK RD , 
133,2004781,8/25/2020,STREET ,Erie,  BUFFALO ,  93 DEWEY AVE , 
134,2004782,8/25/2020,SOIL ,Dutchess,  HOPEWELL JCT ,  763 BEACON ROAD , 
135,2004783,8/25/2020,CREST WOOD LAKE ,Westchester,  YONKERS ,  61 BEAUMONT CIRCLE , 
136,2004784,8/25/2020,TRANSFORMER ,Westchester,  PELHAM ,  EAST 3RD ST / CAROL AVENUE , 
137,2004785,8/25/2020,UNKNOWN ,Suffolk,  CORAM ,  2 GROTONER DRIVE , 
138,2004786,8/25/2020,STREET ,Westchester,  YONKERS ,  161 HELENA AVENUE , 
139,2004787,8/25/2020,KEN WANG RESIDENCE ,Washington,  WHITEHALL ,  12049 ST RTE 22 , 
140,2004788,8/25/2020,UNKNOWN ,Nassau,  GLEN HEAD ,  40 SOUTH PLYMOUTH RD , 
141,2004789,8/25/2020,SHEEN SILVER LAKE ,Delaware,  DEPOSIT ,  289 SILVER LAKE SPUR , 
142,2004791,8/25/2020,MIDSPAN ,New York,  MANHATTAN ,  GEORGE WASHINGTON BRIDGE , 
143,2004790,8/25/2020,SOIL@2328 STATE ROUTE 13 ,Oswego,  ALTMAR ,  2328 STATE ROUTE 13 , 
144,2004792,8/25/2020,NAT GRID NISKAYUNA CENTRAL SCHOOL ,Schenectady,  NISKAYUNA ,  2566 BALLTOWN RD , 
145,2004793,8/25/2020,SOIL ,Kings,  BROOKLYN ,  77 COMMERCIAL ST , 
146,2004794,8/25/2020,NF AIR RESERVE BASE ,Niagara,  NIAGARA FALLS ,  2405 FRANKLIN DRIVE , 
147,2004796,8/25/2020,BETTCHER RES ,Dutchess,  HOPEWELL JUNCTION ,  754 BEACON ROAD , 
148,2004797,8/25/2020,UPS TTF ,Westchester,  ELMSFORD ,  3 WAREHOUSE LANE , 
149,2004798,8/25/2020,ROADWAY ,Queens,  QUEENS ,  VAN WICK EXPRESS NB , 
150,2005241,8/25/2020,TRANSFORMER_DRYDEN ,Tompkins,  DRYDEN ,  50 LAKE ROAD , 
151,2004799,8/25/2020,INDUSTRIAL ,Madison,  GEORGETOWN ,  1675 WILCOX RD , 
152,2004800,8/25/2020,RESIDENCE ,Oneida,  MARCY ,  6711 SEAVY RD , 
153,2004836,8/25/2020,STRONG CANAL ,Suffolk,  LINDENHURST ,  771 9TH STREET , 
154,2004801,8/25/2020,ROADWAY ,Erie,  BUFFALO ,  URBAN ST / KEHR ST , 
155,2004802,8/25/2020,CUMBERLAND FARMS ,Nassau,  PLAINVIEW ,  1610 ROUND SWAMP RD , 
156,2004803,8/25/2020,BROOKMAN COMPRESSOR STATION ,Montgomery,  FORT PLAIN ,  201 CASLER RD , 
157,2004804,8/25/2020,RESIDENTIAL ,Cattaraugus,  OLEAN ,  2319 JOHNSON RD , 
158,2004805,8/25/2020,PESTICIDE CONTAINER ,Orange,  MONTGOMERY ,  120 NEELYTOWN ROAD , 
159,2004806,8/25/2020,ARUBIS BUFFALO INC ,Erie,  BUFFALO ,  70 SAYRE ST , 
160,2004808,8/26/2020,UNKNOWN ,Suffolk,  EAST FARMINGDALE ,  97-99 SHERWOOD AVENUE , 
161,2004809,8/26/2020,UNKNOWN ,Nassau,  NEW HYDE PARK ,  134 LEONARD CIRCLE , 
162,2004810,8/26/2020,RANGE 39 ,Jefferson,  FORT DRUM ,  CARD RD , 
163,2004811,8/26/2020,STREET ,Queens,  QUEENS ,  KISSENA BLVD AT MAPLE AVE , 
164,2004812,8/26/2020,**DRILL** ,Orange,  NEW WINDSOR ,  1254 RIVER RD , 
165,2004817,8/26/2020,PARKING/STAGING AREA NEAR ,Erie,  BUFFALO ,  BAILEY AND WINSPEAR , 
166,2004813,8/26/2020,DOLOMITE HYDRAULIC LEAK ,Steuben,  AVOCA ,  3801 MILL RD , 
167,2004814,8/26/2020,TRI COUNTY MILK MOVERS ,Franklin,  CHATEAUGAY ,  40 MCCADAM LANCE , 
168,2004815,8/26/2020,COZZALI RESIDENCE ,Suffolk,  MASTIC ,  14 FORRESTALL DRIVE , 
169,2004816,8/26/2020,LORD HILL APTS BLDG C ,Onondaga,  LAFAYETTE ,  2467 STATE ROUTE 80 , 
170,2004818,8/26/2020,SUBSTATION ,Bronx,  BRONX ,  1640 WHITE PLAINS RD , 
171,2004819,8/26/2020,**DRILL** ,Erie,  TONOWANDA ,  4545 RIVER RD , 
172,2004820,8/26/2020,PACIFIC OIL COMPANY ,Nassau,  CEDARHURST ,  202 PROSPECT , 
173,2004821,8/26/2020,ABANDONED PROPANE TANK MILLENIAL BOAT LAUNCH ,Tioga,  APALACHIN ,  EXIT 66 ROUTE 17 , 
174,2004822,8/26/2020,STREET ,Orange,  NEWBURGH ,  15 MEADOW HILL RD , 
175,2004823,8/26/2020,MODERN DISPOSAL ROSANO FOODS ,Erie,  CHEEKTOWAGA ,  75 EMPIRE DR , 
176,2004824,8/26/2020,SLOPE LINE LLC ,Putnam,  PHILLIPSTOWN ,  23 VALKYRIA AVE , 
177,2004825,8/26/2020,VAULT TM1420 MANHOLE ,Kings,  BROOKLYN ,  66 DEGRAW ST , 
178,2004826,8/26/2020,RESIDENTIAL UST ,Rockland,  MONTEBELLO ,  3 MILE RD , 
179,2004827,8/26/2020,RESIDENCE ,Nassau,  GLEN COVE ,  14 STANCO STREET , 
180,2004828,8/26/2020,HUDSON RIVER ,Washington,  FORT EDWARD ,  15 MOON ST , 
181,2004830,8/26/2020,UNION FOOD MART ,Saratoga,  BALLSTON SPA ,  2 SOUTH ST , 
182,2004831,8/26/2020,STREET ,Orange,  NEWBURGH ,  32 SLOANE RD , 
183,2004832,8/26/2020,DIMITRO RESIDENCE ,Nassau,  MANHASSET ,  15 WHISTLER ROAD , 
184,2004841,8/26/2020,ROADSIDE ,Erie,  BUFFALO ,  123 RAPIN PLACE , 
185,2004833,8/26/2020,NAT GRID SUBSTATION 124 ,Erie,  AMHERST ,  78 ALMEDA DRIVE , 
186,2004834,8/26/2020,RESIDENTIAL FUEL LINE ,Schenectady,  PATTERSONVILLE ,  132 RYNEX CORNERS RD , 
187,2004835,8/26/2020,CASTLETON POWER ,Rensselaer,  CASTLETON ,  1902 RIVER RD , 
188,2004874,8/26/2020,EAST CASTLE STREET ,Ontario,  GENEVA ,  EAST CASTLE STREET , 
189,2004837,8/26/2020,MILLION DOLLAR BEACH BOAT LAUNCH ,Warren,  LAKE GEORGE ,  139 BEACH RD , 
190,2004838,8/26/2020,WESTPOINT MARINA; DOCK A SLIP 68 ,Monroe,  GREECE ,  105 EAST MANITOU , 
191,2004839,8/26/2020,RESIDENCE ,Erie,  MARILLA ,  2000 EASTWOOD RD , 
192,2004840,8/26/2020,MILICAJ - UST ,Westchester,  YONKERS ,  61 BELMONT AVE , 
193,2004842,8/26/2020,SEWER_ENDICOTT ,Broome,  ENDICOTT ,  415 MCKINLEY AVE , 
194,2004843,8/26/2020,DEPENDABLE DISPOSAL ,Wayne,  CLYDE ,  1447 LOCKPIT RD , 
195,2004844,8/26/2020,OIL ON ROADWAY AND PRIVATE PROPERTY ,Albany,  ALBANY ,  12 SOUTH BERTHA ST , 
196,2004845,8/26/2020,MAT BUS CORP ,Rockland,  HAVERSTRAW ,  204 WEST ST , 
197,2004846,8/26/2020,DRUM RUN ,Kings,  BROOKLYN ,  763 4TH AVE , 
198,2004847,8/26/2020,UNKNOWN ,Nassau,  BALDWIN ,  2723 PARK AVENUE , 
199,2004848,8/26/2020,UNKNOWN ,Suffolk,  MELVILLE ,  17 SUYDAM DRIVE , 
200,2004849,8/26/2020,TAYLOR - UST ,Westchester,  BRIARCLIFF MANOR ,  19 PINE HILL COURT , 
201,2004850,8/26/2020,SEWER ,Queens,  QUEENS ,  METROPOLITAN AVE / 69TH ST , 
202,2004851,8/26/2020,ROADWAY ,Erie,  WEST SENECA ,  I.90 M 426.4 WB , 
203,2004852,8/26/2020,BUSHWICK COMMUNITY DARKROOM ,Kings,  BROOKLYN ,  110 TROUTMAN ST , 
204,2004853,8/27/2020,ROADWAY ,Rensselaer,  VALLYFALLS ,  180 AMPERF RD , 
205,2004854,8/27/2020,TAILOR TRUCKING TERMINAL ,Orange,  MONTGOMERY ,  120 NEELYTOWN RD , 
206,2004855,8/27/2020,ARCONIC ,St Lawrence,  MASSENA ,  45 COUNTY ROUTE 42 , 
207,2004856,8/27/2020,CREEK ,Suffolk,  BAYPORT ,  8 SALTMEADOW COURT , 
208,2004857,8/27/2020,SERVICE STATION ,Sullivan,  YULAN ,  217 YULAN BARRYVILLE RD YULAN , 
209,2004858,8/27/2020,RESIDENCE ,Ulster,  WHITTIER ,  329 CASCADE DR , 
210,2004859,8/27/2020,MALL FIRE ,Herkimer,  UTICA ,  311 TURNER ST , 
211,2004860,8/27/2020,RESIDENCE ,Suffolk,  SAGAPONACK ,  65 SAGAPONACK MAIN ST , 
212,2004861,8/27/2020,PSEG FACILITY ,Suffolk,  RIVERHEAD ,  117 DOCTORS PATH , 
213,2004862,8/27/2020,CON ED ,Richmond,  STATEN ISLAND ,  90 ROME AVE , 
214,2004863,8/27/2020,SLOPE LINE LLC ,Putnam,  PHILLIPSTOWN ,  10 VALKYRIA RD , 
215,2004864,8/27/2020,GORE MTN SKI CTR ,Warren,  NORTH CREEK ,  793 PEACEFUL VALLEY RD , 
216,2004865,8/27/2020,NND MART ,Dutchess,  POUGHKEESIE ,  433 VIOLET AVE , 
217,2004866,8/27/2020,TMP TECHNOLOGIES ,Erie,  BUFFALO ,  1200 NORTHLAND AVE , 
218,2004867,8/27/2020,PUCCIO RES ,Orange,  NEW HAMPTON ,  1217 RIDGEBURY RD , 
219,2004868,8/27/2020,CATCH BASIN - 6773 MANLIUS RD ,Onondaga,  EAST SYRACUSE ,  NEAR 6773 MANLIUS RD , 
220,2004869,8/27/2020,RESIDENTIAL ,Ulster,  ACCORD ,  37 MAIN ST , 
221,2004870,8/27/2020,MIXED USE PROPERTY ,Erie,  LACKAWANNA ,  3195 SOUTH PARK AVE , 
222,2004871,8/27/2020,RESIDENCE ,Nassau,  HICKSVILLE ,  7 HEMP LANE , 
223,2004872,8/27/2020,ROBISON DELIVERY ,Westchester,  NEW ROCHELLE ,  78 SEAVIEW AVE , 
224,2004873,8/27/2020,EIRE BASIN MARINA ,Erie,  BUFFALO ,  329 ERIE ST , 
225,2004875,8/27/2020,NYSEG ,Delaware,  DAVENPORT ,  470 HERITAGE HILL , 
226,2004876,8/27/2020,RESIDENCE ,Nassau,  BALDWIN ,  812 MARILYN LANE , 
227,2004877,8/27/2020,STREET ,Erie,  WEST SENECA ,  60 WOODCREST , 
228,2004878,8/27/2020,CHEMTRADE-1421 WILLIS AVE SYRACUSE ,Onondaga,  SYRACUSE ,  1421 WILLIS AVE , 
229,2004879,8/27/2020,APARTMENT BLDG ,Queens,  QUEENS ,  144-30 35TH AVE , 
230,2004880,8/27/2020,REGENERON ,Rensselaer,  RENSSELAER ,  81 COLUMBIA TPKE , 
231,2004881,8/27/2020,ON BASE ,Schenectady,  SCOTIA ,  BEHIND COLD STORAGE (BLDG 44) , 
232,2004882,8/27/2020,NYS DOT HEADQUARTERS ,Cattaraugus,  SALAMANCA ,  4474 ROUTE 353 , 
233,2004883,8/27/2020,JFK INTERNATIONAL AIRPORT ,Queens,  JAMAICA ,  TERMINAL 8 , 
234,2004884,8/27/2020,TRANSFORMERS ,Ulster,  LAKE KATRINE ,  26 FREDERICK DR , 
235,2004885,8/27/2020,PRIVATE RESD ,Dutchess,  WAPPINGERS FALLS ,  212 BROOKSIDE DR , 
236,2004886,8/27/2020,DUTCHESS COUNTRY REALTY INC ,Dutchess,  MILLERTON ,  5917 N. ELM , 
237,2004887,8/27/2020,RESIDENTIAL ,Dutchess,  MILLERTON ,  5917 N. ELM AVE , 
238,2004888,8/27/2020,NATIONAL GRID FACILITY ,Suffolk,  GREENLAWN ,  288 PULASKI ROAD , 
239,2004889,8/27/2020,TRANSFORMER - LINE D41; POLE #15 ,Schuyler,  ROCKSTREAM ,  STATE RTE 14 & GREEN POINT RD , 
240,2004890,8/27/2020,POLE 871-5437 ,Westchester,  SOMERS ,  1 LYNWAY LN , 
