,Spill Number,Date Spill Reported,Spill Name,County,City/Town,Address,
99,1805616,8/23/2018,OWENS CORNING ,Albany,  FEURA BUSH ,  1277 FEURA BUSH RD , 
100,1805617,8/23/2018,UNDERGROUND ,New York,  MANHATTAN ,  EAST BROADWAY/ GRAND ST , 
101,1805618,8/23/2018,BARRETT PAVING MATERIALS; INC ,Jefferson,  PAMELIA ,  26572 NYS ROUTE 37 , 
102,1805619,8/23/2018,PIPELINE EAST RIVER TO NJ ,Kings,  BROOKLYN ,  89 JOHN ST , 
103,1805621,8/23/2018,PLANT 1 / DOCK 19 ,Erie,  TONAWANDA ,  GENERAL MOTORS , 
104,1805620,8/23/2018,POLE #13570 ,Westchester,  WHITE PLAINS ,  LAKE STREET , 
105,1805622,8/23/2018,COMMERCIAL ,Queens,  QUEENS ,  34-35 VERNON BLVD , 
106,1805623,8/23/2018,NATIONAL GRID ,Washington,  FORT EDWARD ,  139 COUNTY HWY 44 , 
107,1805624,8/23/2018,NYCTA- FLAT BUSH BUS DEPOT ,Kings,  BROOKLYN ,  4901 FILLMOORE AVE , 
108,1805625,8/23/2018,NYC TRANSIT ,Kings,  BROOKLYN ,  47TH ST AND 18TH AVE , 
109,1805626,8/23/2018,FUEL OIL UST ,Cattaraugus, ,  7308 IRISH HILL RD , 
110,1805627,8/23/2018,CON ED BUILDING ,New York,  MANHATTAN ,  WEST 110TH ST AND AMSTERDAM , 
111,1805628,8/23/2018,VEHICLE MAINT. PARKING LOT ,Schenectady,  SCOTIA ,  1 AIR NATIONAL GUARD RD , 
112,1805629,8/23/2018,SCHOOL 15 ,Queens,  QUEENS ,  121-15 LUCAS ST , 
113,1805630,8/23/2018,AUTO ZONE ,Onondaga,  SYRACUSE ,  5229 WEST TAFT , 
114,1805632,8/23/2018,RESIDENCE ,Suffolk,  SHIRLEY ,  571 BOXWOOD ROAD , 
115,1805631,8/23/2018,CLARKSON UNIVERSITY ,St Lawrence,  POTSDAM ,  8 CLARKSON AVENUE , 
116,1805633,8/23/2018,NYC TRANSIT ,Kings,  BROOKLYN ,  LINDEN BLVD MILFORD , 
117,1805634,8/23/2018,NYC TRANSIT ,New York,  MANHATTAN ,  14TH ST AND 7TH AVE , 
118,1805635,8/23/2018,VESTAS WIND TECH ,Clinton,  CHURUBUSBO ,  25 BUETNER WAY , 
119,1805636,8/23/2018,DEPOT ,Kings,  BROOKLYN ,  4901 FILLMOORE , 
120,1805803,8/23/2018,PAUTLER'S OIL SERVICE ,Erie,  LANCASTER ,  6370 BROADWAY , 
121,1805685,8/23/2018,ABANDONED CONTAINERS ,Oswego,  MEXICO ,  519 SHERMAN RD , 
122,1805638,8/23/2018,ON GROUND ,Tioga,  OWEGO ,  230 HERZOG ROAD , 
123,1805637,8/23/2018,FASTTRAC MARKETS ,Ontario,  GENEVA ,  371 HAMILTON STREET , 
124,1805639,8/23/2018,POLE- 72-1 ,Onondaga,  BREWERTON ,  MUSKRAT BAY , 
125,1805640,8/23/2018,ACE CARTING ,Washington,  FORT EDWARD ,  EAST ST AND BALDWIN , 
126,1805641,8/23/2018,UNKNOWN ,Suffolk,  LINDENHURST ,  235 SOUTH 14 STREET , 
127,1805642,8/23/2018,RESIDENTIAL ,Orange,  CORNWALL ,  129 SICKMOORE DR , 
128,1805643,8/23/2018,NAVAL NUCLEAR LABS KESSELRING ,Saratoga,  WEST MILTON ,  350 ATOMIC PROJECT RD , 
129,1805644,8/23/2018,BP ,Nassau,  NEW HYDEPARK ,  1301 JERICHO TURNPIKE , 
130,1805645,8/23/2018,RESIDENTIAL ,Queens,  QUEENS ,  209-21 32ND AVE , 
131,1805646,8/23/2018,ROADWAY ,Ontario,  GENEVA ,  NY ROUTE 5-20/LAKE STREET , 
132,1805647,8/23/2018,VACANT RESIDENCE ,Suffolk,  BABYLON ,  12 CADMAN AVE , 
133,1805648,8/23/2018,TRANSFORMER ,Westchester,  CORTLANDT ,  17 HENRY PLACE , 
134,1805649,8/23/2018,SCHWARTZ RESIDENCE ,Suffolk,  EAST HAMPTON ,  82 SPRINGY BANKS ROAD , 
135,1805650,8/23/2018,NAT GRID ,Schoharie,  MIDDLEBURG ,  LOCUST GROVE LN , 
136,1805651,8/23/2018,APT BUILDING ,Queens,  QUEENS ,  134-17 CHERRY AVE , 
137,1805652,8/23/2018,OSWEGO RIVER ,Oswego,  FULTON ,  TOW PATH LANE , 
138,1805653,8/23/2018,BIGELOW VEHICLE ACCIDENT ,Schenectady,  QUAKER STREET ,  I-88 EASTBOUND; MM 88I; 1608; 1024 , 
139,1805654,8/23/2018,RESIDENCE ,Westchester,  RYE BROOK ,  5500 COUNTRY RIDGE RD , 
140,1805655,8/23/2018,RESIDENCE ,Westchester,  RYE BROOK ,  12 SLEEPY HOLLOW DR , 
141,1805656,8/23/2018,RAVENWOOD GENERATION STATION ,Queens,  LONG ISLAND CITY ,  38 -54 VERNON BLVD , 
142,1805657,8/24/2018,FUEL ISLAND ,Rensselaer,  RENSSELAER ,  504 3RD AVE EXT , 
143,1805658,8/24/2018,NAT GRID ,Rensselaer,  TROY ,  235 OAKWOOD AVE , 
144,1805659,8/24/2018,TERMINAL ,Orange,  MONTGOMERY ,  120 NEELEY TOWN RD , 
145,1805660,8/24/2018,PECONIC RIVER ,Suffolk,  RIVERHEAD ,  EDWARD AVE LOOKING WEST , 
146,1805661,8/24/2018,WASTE MANAGEMENT ,Niagara,  MODEL CITY ,  1550 BALMER RD , 
147,1805662,8/24/2018,DRIVEWAY MONAGHAN MEDICAL ,Clinton,  PLATTSBURGH ,  5 LATOUR AVE , 
148,1805663,8/24/2018,HENDERSON RESIDENCE ,Greene,  GREENVILLE ,  123 HIGH ACRES LANE , 
149,1805664,8/24/2018,XPO LOGISTICS TERMINAL ,Erie,  TONAWANDA ,  877 NIAGARA ST , 
150,1805665,8/24/2018,BORDER CROSSING LAND PORT ENTRY ,Jefferson,  ALEXANDRIA BAY ,  46735 INTERSTATE I-81 , 
151,1805666,8/24/2018,MOMENTIVE PERFORMANCE MAT ,Saratoga,  WATERFORD ,  260 HUDSON RIVER RD , 
152,1805667,8/24/2018,PRISON BARGE NYC DOC ,Bronx,  BRONX ,  1 HALLECK ST , 
153,1805668,8/24/2018,SCALERRA RESIDENCE ,Suffolk,  DIX HILLS ,  84 OAKFIELD AVENUE , 
154,1805669,8/24/2018,ON GRASS ,Chautauqua,  HANOVER ,  11890 HANOVER ROAD , 
155,1805670,8/24/2018,ROADWAY ,Westchester,  BEDFORD HILLS ,  349 HARRIS RD , 
156,1805671,8/24/2018,PRIVATE DWELLING ,Putnam,  MAHOPAC ,  129 DAHLIA RD , 
157,1805672,8/24/2018,SALAMANCA PROPERTY ,Sullivan,  MONTICELLO ,  125 FORESTBURG RD , 
158,1805673,8/24/2018,EXPRESS MART STORE ,Cortland,  LITTLE YORK ,  6004 RTE 281 , 
159,1805674,8/24/2018,NYSDOT TO ROADWAY ,Monroe,  Pittsford ,  2797 CLOVER STREET , 
160,1805675,8/24/2018,BRIAN MURPHY ,Dutchess,  CLINTON CORNERS ,  83 WILLOW LANE , 
161,1805676,8/24/2018,PARKING LOT ,Clinton,  PLATTSBURGH ,  15 CHANTECLER COURT , 
162,1805677,8/24/2018,WATERVLIET ARSENOL ,Albany,  WATERVLIET ,  1 GILISPPI RD , 
163,1805678,8/24/2018,COVANTA BUILDING ,Oneida,  ORISKANY ,  120 DRY RD , 
164,1805679,8/24/2018,STREET ,New York,  MANHATTAN ,  125 CHURCH STREET LAWRENCE ST , 
165,1805680,8/24/2018,REYNOLDS RESIDENCE ,Nassau,  BETHPAGE ,  53 BROADWAY , 
166,1805681,8/24/2018,EXPRESSMART 371 GAS STATION ,Erie,  WILLIAMSVILLE ,  5300 MAIN STREET , 
167,1805682,8/24/2018,TAPPAN ZEE BRIDGE TUG BOAT - ANCHORED ,Rockland,  NYACK ,  TAPPAN ZEE BRIDGE TUG BOAT - ANCHORED , 
168,1805683,8/24/2018,EXPRESSMART 371 ,Erie,  WILLIAMSVILLE ,  5300 MAIN ST , 
169,1805684,8/24/2018,LAKE GEORGE ,Warren,  LAKE GEORGE ,  1/2 MILE NORTH OF DIAMOND ISLAND , 
170,1805686,8/24/2018,BRENTWOOD POWER PLANT ,Suffolk,  BRENTWOOD ,  995 G ROAD , 
171,1805687,8/24/2018,ROCKEFELLER ESTATE ,Westchester,  KATONAH ,  129 KATONAHS WOODS RD , 
172,1805688,8/24/2018,LAKE GEORGE ON TONGUE MOUNTAIN SIDE OF LAKE ,Warren,  BOLTON ,  LAKE GEORGE , 
173,1805689,8/24/2018,STORM DRAIN ,Onondaga,  SYRACUSE ,  130 BALDWIN , 
174,1805690,8/24/2018,ROADWAY ,New York,  MANHATTAM ,  301 FREEDOM PLACE , 
175,1805691,8/24/2018,CSX ,Albany,  SELKIRK ,  SELKIRK YARD , 
176,1805692,8/24/2018,ON THE ROAD ,Suffolk,  WADING RIVER ,  IFO 7 GABRIELLE MILLS RD , 
177,1805693,8/25/2018,XPO LOGISTICS TERMINAL ,Albany,  ALBANY ,  115 RAILROAD AVE , 
178,1805694,8/25/2018,UNKNOWN ,Suffolk,  MIDDLE ISLAND ,  23 MILLER PLACE YAPHANK ROAD , 
179,1805695,8/25/2018,UNKNOWN ,Suffolk,  PATCHOGUE ,  20 STARBOARD LANE , 
180,1805696,8/25/2018,NICE AND EASY STORE ,Jefferson,  WATERTOWN ,  23179 STATE ROUTE 342 , 
181,1805697,8/25/2018,RESIDENTIAL ,Queens,  BAYSIDE HILLS ,  217-25 50TH AVE , 
182,1805698,8/25/2018,ROCHESTER GAS & ELECTRIC ,Wayne,  MARION ,  4235 WILLIAMSON ROAD , 
183,1805699,8/25/2018,HOGAN TRUCK LEASING ACCIDENT ,Schenectady,  PRINCETOWN ,  I90 EAST BOUND 167.6 , 
184,1805700,8/25/2018,COMMERCIAL - RESORT ,Essex,  LAKE PLACID ,  2384 SARANAC AVE , 
185,1805701,8/25/2018,TRANSFORMER ,Westchester,  TARRYTOWN ,  525 MUNROE AVE/HARDWOOD AVE , 
186,1805702,8/25/2018,COXSACKIE YACHT CLUB ,Greene,  COXSACKIE ,  NOBLE STREET EXTENSION , 
187,1805703,8/26/2018,UNKNOWN ,Nassau,  LONG BEACH ,  39 EAST BROADWAY , 
188,1805704,8/26/2018,NATIONAL GRID POLE 14 ,Saratoga,  GREENFIELD ,  65 NORTH MILTON RD , 
189,1805705,8/26/2018,CONCRETE ,Kings,  BROOKLYN ,  299 WATER ST , 
190,1805706,8/26/2018,THODE RESIDENCE ,Suffolk,  PORT JEFFERSON STATION ,  36 RODNEY STREET , 
191,1805707,8/26/2018,ROADWAY AND SHOULDER ,Oneida,  KIRKLAND AND MARSHALL ,  ROUTE 233 AND ROUTE 12B , 
192,1805708,8/26/2018,DIAZ RESIDENCE ,Suffolk,  CENTRAL ISLIP ,  21 SYCAMORE STREET , 
193,1805709,8/26/2018,OORAH ,Schoharie,  GILBOA ,  964 SOUTH GILBOA RD , 
194,1805710,8/26/2018,BLOCK ISLAND SOUND ,Suffolk,  MONTAUK ,  MONTAUK HWY , 
195,1805711,8/26/2018,YOUNG'S ,Tompkins,  NEWFIELD ,  1253 WEST DANBY RD , 
196,1805712,8/26/2018,AIR ,Niagara,  NORTH TONAWANDA ,  RIVER ROAD; OLIVER ST AND WEBSTER CORRIDOR , 
197,1805713,8/26/2018,LAKE GEORGE ,Warren,  LAKE GEORGE ,  4 WEST DROVEER LOOP , 
198,1805714,8/26/2018,SEARS PARKING LOT ,Nassau,  HICKSVILLE ,  195 NORTH BROADWAY , 
199,1805715,8/26/2018,STREAM ,Sullivan,  THOMPSON ,  204 ROUTE 217B , 
200,1805716,8/26/2018,RESIDENTIAL ,Queens,  QUEENS ,  130-48 122ND STREET , 
201,1805717,8/26/2018,THRUWAY MVA ,Seneca,  TYRE ,  I90 MILE MARKER 317.5 EASTBOUND , 
202,1805718,8/26/2018,QUICK FILL M199 ,Cortland,  CORTLAND ,  162 HOMER AVE , 
203,1805719,8/26/2018,ROBERTS RESIDENCE ,Nassau,  HICKSVILLE ,  14 BRIDLE LANE , 
204,1805720,8/26/2018,ACHONU RESIDENCE ,Nassau,  BALDWIN ,  787 ADAMS STREET , 
205,1805721,8/26/2018,RESIDENTIAL ,Dutchess,  WAPPINGERS ,  100 ALEXANDER LANE , 
206,1805722,8/26/2018,SOIL ,Erie,  CONCORD ,  6441 BROWN HILL ROAD , 
207,1805723,8/26/2018,CONCRETE ,Queens,  QUEENS ,  125-13 111TH AVE , 
208,1805724,8/26/2018,RESIDENCE ,Orange,  MONROE ,  312 RYE HILL RD , 
209,1805725,8/26/2018,UNKNOWN ,Nassau,  PORT WASHINGTON ,  24 SOUNDVIEW DRIVE , 
210,1805726,8/26/2018,ROCHESTER GAS & ELECTRIC ,Livingston,  MOUNT MORRIS ,  6863 MT MORRIS NUNDA ROAD , 
211,1805727,8/27/2018,UNKNOWN ,Suffolk,  SOUTHAMPTON ,  27 BAY STREET , 
212,1805747,8/27/2018,HADLEY HILL RD ,Saratoga,  HADLEY ,  HADLEY HILL RD , 
213,1805728,8/27/2018,GREENWOOD LAKE DEFEO'S MARINA ,Orange,  GREENWOOD LAKE ,  NEAR 672 JERSEY AVE OR RT 210 , 
214,1805729,8/27/2018,EAST RIVER ,Queens,  FLUSHING ,  1-24 MALBA DR , 
215,1805730,8/27/2018,COMMERCIAL ,Rensselaer,  EAST GREENBUSH ,  350 TEMPLE LANE , 
216,1805731,8/27/2018,MARSE RES ,Orange,  MIDDLETOWN ,  123 ROLLING MEADOWS ROAD , 
217,1805734,8/27/2018,MONTAUK HARBOR ,Suffolk,  MONTAUK ,  STAR ISLAND RD , 
218,1805732,8/27/2018,UNKNOWN ,Suffolk,  PATCHOGUE ,  EXIT RAMP FOR COUNTY ROAD 101 ON SUNRISE HWY , 
219,1805733,8/27/2018,COMMERCIAL ,Kings,  BROOKLYN ,  2475 FLATBUSH AVE , 
220,1805735,8/27/2018,CONTINENTAL BUILDING PRODUCTS ,Westchester,  BUCHANAN ,  350 BROADWAY , 
221,1805736,8/27/2018,HIGH ACRES LANDFILL ,Monroe,  FAIRPORT ,  425 PERINTON PARKWAY , 
222,1805737,8/27/2018,POWER PLANT/CPV WAWAYANDA ,Orange,  MIDDLETOWN ,  OFF ROUTE 6 , 
223,1805738,8/27/2018,EF BARRETT ,Nassau,  ISLAND PARK ,  1 MCCARTHY ROAD , 
224,1805751,8/27/2018,DRUMS ,Oswego,  FULTON ,  380 COUNTY ROUTE 55 , 
225,1805739,8/27/2018,PAVEMENT ,Dutchess,  WAPPINGERS FALLS ,  199 RIVER ROAD NORTH , 
226,1805740,8/27/2018,BERRIOS RES ,Orange,  MIDDLETOWN ,  13 COLUMBINE COURT , 
227,1805741,8/27/2018,NAT GRID ,Albany,  WATERVILET ,  145 16 ST , 
228,1805742,8/27/2018,CASSIE STANLEY RESIDENCE ,Clinton,  MORRISONVILLE ,  24 WOODLAND HILLS DR , 
229,1805743,8/27/2018,CAPITOL DISTRICT AUTO ,Albany,  ALBANY ,  1172 CENTRAL AVE , 
230,1805744,8/27/2018,RESIDENTIAL ,Putnam,  BREWSTER ,  16 LAKESPRING DRIVE , 
231,1805745,8/27/2018,MAYERS MARINA ,Monroe,  WEBSTER ,  7 LAKE ROAD , 
232,1805746,8/27/2018,RGE PAD MOUNTED TRANSFORMER ,Monroe,  GREECE ,  3140 TORREY PINE DRIVE , 
233,1805748,8/27/2018,NYSEG POLE 72 ,Broome,  KIRKWOOD ,  FOLEY RD- W OF SHERWOOD VALLEY RD , 
234,1805762,8/27/2018,GENZALE PLATING ,Nassau,  FRANKLIN SQUARE ,  288 NEW HYDE PARK RD , 
235,1805749,8/27/2018,YONKERS PS #17 ,Westchester,  YONKERS ,  745 MIDLAND AVE , 
236,1805750,8/27/2018,PRIVATE RESIDENCE ,Monroe,  BROCKPORT ,  441 OGDEN-SWEDEN TOWNLINE ROAD , 
237,1805752,8/27/2018,GRAND AVE BUS DEPOT ,Queens,  MASPETH ,  48-05 GRAND AVE , 
238,1805753,8/27/2018,SOIL DRIVEWAY ,Rensselaer,  RENSSELAER ,  28 HIGH ST , 
