,Spill Number,Date Spill Reported,Spill Name,County,City/Town,Address,
62,1905399,8/22/2019,OLD CASTLE BUILDING ENVELOPE ,Suffolk,  ISLIP ,  895 MOTOR PARKWAY , 
63,1905400,8/22/2019,COMMERCIAL ,Kings,  BROOKLYN ,  2085 OCEAN PARKWAY , 
64,1905401,8/22/2019,KINCH BOAT ,Greene,  CATSKILL ,  MARINA DR , 
65,1905402,8/22/2019,ROADWAY ,Erie,  BUFFALO ,  1 PEACE , 
66,1905410,8/22/2019,POLAND CENTRAL SCHOOL ,Herkimer,  POLAND ,  74 COLD BROOK ST , 
67,1905403,8/22/2019,RED ROCHESTER LLC ,Monroe,  ROCHESTER ,  EASTMAN BUSINESS PARK; BLD 321 , 
68,1905404,8/22/2019,ETIENNE RESIDENCE ,Nassau,  ELMONT ,  1965 DUTCH BROADWAY , 
69,1905405,8/22/2019,RECALLED MANN AND HUMMEL SCREW ON FUEL FILTER LEAK ,Chenango,  NORWICH ,  5113 STATE ROUTE 12 , 
70,1905406,8/22/2019,NAT GRID ,Warren,  ATHOL ,  89 CAMERON RD , 
71,1905407,8/22/2019,WATERTOWN INTERNATIONAL AIRPORT ,Jefferson,  DEXTER ,  22529 AIRPORT DR , 
72,1905408,8/22/2019,SMITH RESIDENCE ,Nassau,  FREEPORT ,  120 JAY STREET , 
73,1905409,8/22/2019,LI RR ,Queens,  QUEENS ,  33-28/ 34-00 NORTHERN BLVD , 
74,1905411,8/22/2019,ROCHESTER INSTITUTE OF TECHNOLOGY ,Monroe,  ROCHESTER ,  1 LOMB MEMORIAL DRIVE , 
75,1905412,8/22/2019,MADISON COUNTY ,Madison,  CANASTOTA ,  6663 BUYEA RD , 
76,1905413,8/22/2019,BRIDGE ,Erie,  BUFFALO ,  PEACE BRIDGE , 
77,1905414,8/22/2019,JUDITH ATCHISON RESIDENCE HEATING OIL UST ,Tioga,  NEWARK VALLEY ,  226 MILLER RD , 
78,1905415,8/22/2019,PAD 8608/40940 ,Rockland,  VALLEY COTTAGE ,  19 LOWERRE PLACE , 
79,1905416,8/22/2019,PADMOUNT 60909/41043 ,Rockland,  VALLEY COTTAGE ,  57 SEDGE RD , 
80,1905418,8/22/2019,RODMAN LANDFILL ,Jefferson,  Rodman ,  2300 Rte 177 , 
81,1905417,8/22/2019,WATER TREATMENT PLANT ,Chautauqua,  WESTFIELD ,  OLD HOLLY STREET OFF NORTH PORTAGE , 
82,1905434,8/22/2019,FORMER GAS STATION ,Erie,  BUFFALO ,  741 WILLIAM STREET , 
83,1905419,8/22/2019,US VETERANS HOSPITAL - MONTROSE ,Westchester,  MONTROSE ,  2094 ALBANY POST RD , 
84,1905420,8/22/2019,1ST AMERICA TRANSIT BUS SERVICE ,Monroe,  ROCHESTER ,  1236 SOUTH PLYMOUTH AVE , 
85,1905421,8/22/2019,PAVEMENT ,Niagara,  WHEATFIELD ,  2586 RIVER ROAD , 
86,1905422,8/22/2019,STONE ,Saratoga,  BALLSTON SPA ,  46 RANDAL ROAD , 
87,1905423,8/22/2019,NATIONAL GRID ,Rensselaer,  SCHAGTICOKE ,  36 HEM ST RD , 
88,1905424,8/23/2019,CUMBERLAND FARMS 3278 ,Nassau,  NEW HYDE PARK ,  2201 NEW HYDE PARK ROAD , 
89,1905425,8/23/2019,POLE TOP 50475/43813 ,Orange,  GREENWOOD LAKE ,  18 MARY CANE RD , 
90,1905426,8/23/2019,MORF PROPERTY BARN FIRE ,Wayne,  MACEDON ,  570 STATE RT 31 , 
91,1905427,8/23/2019,TERM 4 GATE 4 ,Queens,  JAMAICA ,  JFK AIRPORT , 
92,1905428,8/23/2019,QUEENSBURY TRUCK STOP ,Warren,  QUEENSBURY ,  985 RT 149 , 
93,1905429,8/23/2019,UNKNOWN ,Suffolk,  BAY SHORE ,  814 NEBRASKA AVE , 
94,1905430,8/23/2019,ROADWAY ,Suffolk,  COMMACK ,  JERICHO TURNPIKE @ BEECHWOOD LANE , 
95,1905431,8/23/2019,PLATTSBURGH QUARRY ,Clinton,  PLATTSBURGH ,  111 QUARRY RD , 
96,1905432,8/23/2019,WILLIAMS DUNBAR COMPLRESSOR STATION EMERGENCY VENT ,Broome,  WINDSOR ,  86 PATTERSON RD , 
97,1905433,8/23/2019,VILLAGE CASINO RESTAURANT ,Chautauqua,  BEMUS POINT ,  1 LAKESIDE BLVD , 
98,1905435,8/23/2019,SAVINO (ROCKO) PROPERTY ,Chemung,  ELMIRA ,  518 NORTH MAIN ST , 
99,1905436,8/23/2019,COVANTA ,Niagara,  NIAGARA FALLS ,  100 ENERGY BLVD @ 56TH STREET , 
100,1905437,8/23/2019,UNKNOWN ,Nassau,  MASSAPEQUA ,  880 MAGNOLIA DRIVE , 
101,1905438,8/23/2019,COMMERCIAL ,Nassau,  HICKSVILLE ,  15 EAST OLD COUNTRY RD , 
102,1905439,8/23/2019,RESIDENCE ,Suffolk,  KINGS PARK ,  372 BIRCH ROAD , 
103,1905440,8/23/2019,POLE 3-1 ,Clinton,  SARANAC ,  BOWEN RD/NY RT 3 , 
104,1905441,8/23/2019,BERNARD - UST ,Westchester,  OSSINING ,  28 NARRAGANSETT AVE , 
105,1905442,8/23/2019,UNKNOWN ,Suffolk,  NESCONSET ,  512 GIBBS POND RD , 
106,1905443,8/23/2019,CITGO GAS STATION ,Sullivan,  BLOOMINGBURG ,  72 RTE 17K , 
107,1905444,8/23/2019,ALTOMARE RES ,Ulster,  MARLBORO ,  6 BILLESIMO DR , 
108,1905445,8/23/2019,MALLORY RES ,Ulster,  NEW PALTZ ,  63 NORTH PUTT CORNERS , 
109,1905446,8/23/2019,UNKNOWN ,Nassau,  NORTH HILLS ,  27 BRIGHTON RD NORTH , 
110,1905447,8/23/2019,SUBSTATION ,Onondaga,  MEMPHIS ,  5574 KESTER RD , 
111,1905448,8/23/2019,COMMERCIAL ,Queens,  JACKSON HEIGHTS ,  33-27 91ST ST , 
112,1905449,8/23/2019,RESIDENCE ,Suffolk,  BROOKHAVEN ,  253 BROOKHAVEN DRIVE , 
113,1905450,8/23/2019,COMMERCIAL ,Albany,  GLENMONT ,  552 RIVER RD , 
114,1905451,8/23/2019,UNKNOWN ,Suffolk,  WEST BABYLON ,  55 ALDER STREET , 
115,1905452,8/23/2019,CONSTRUCTION SITE ,New York,  RIDGEWOOD ,  176 WOODWARD AVE , 
116,1905453,8/23/2019,UNKNOWN ,Suffolk,  ISLIP ,  OAK ST/FERNDALE BLVD , 
117,1905454,8/23/2019,WALMART TRANSFORMER ,Monroe,  ROCHESTER ,  1490 HUDSON AVE , 
118,1905456,8/23/2019,SUNRISE DAIRY CREAM SPILL FROM BOX TRUCK ,Chenango,  BRISBEN ,  CR 32C BRISBEN TO 5030 STATE HIGHWAY 23 NORWICH , 
119,1905455,8/23/2019,UNKNOWN ,Suffolk,  WEST BABYLON ,  20 GENOA STREET , 
120,1905457,8/23/2019,FEDEX WAREHOUSE ,Broome,  CONKLIN ,  299 BROOME CORP PKWY , 
121,1905458,8/24/2019,HEAD OF WASTE WATER PLAN ,Nassau,  WANTAGH ,  3340 MERRICK ROAD , 
122,1905459,8/24/2019,SUBURBAN DISPOSAL HYD. LINE ,Monroe,  ROCHESTER ,  657 PARK AVE , 
123,1905460,8/24/2019,TRANSFORMER ,Erie,  CHEEKTOWAGA ,  29 ROGERS DRIVE , 
124,1905461,8/24/2019,UNKNOWN ,Suffolk,  ISLIP ,  95 OAK STREET , 
125,1905462,8/24/2019,SOIL ,Kings,  BROOKLYN ,  1-11 HUDSON AVE , 
126,1905463,8/24/2019,UNKNOWN ,Suffolk,  ISLIP ,  117 GRAND AVE , 
127,1905464,8/24/2019,HUDSON RIVER ,Westchester,  CROTON ON HUDSON ,  1006 HALF MOON BAY DRIVE , 
128,1905465,8/24/2019,SOIL / SHOULDER OF ROAD ,Rensselaer,  HOOSICK ,  ROUTE 7 WEST OF ROUTE 22 , 
129,1905466,8/24/2019,CHOBANI T4 DAF EFFLUENT TANK OVERFILL ,Chenango,  SOUTH EDMESTON ,  669 COUNTY ROUTE 25 , 
130,1905467,8/24/2019,TRANSFORMER ,Richmond,  STATEN ISLAND ,  303 CRYSTAL AVE , 
131,1905468,8/24/2019,RESIDENTIAL ,Suffolk,  WEST BABYLON ,  IFO 520 COLD SPRING RD , 
132,1905471,8/24/2019,26 ALLEN STREET ,Monroe,  BROCKPORT ,  26 ALLEN STREET , 
133,1905469,8/24/2019,ADIRONDACK LEAGUE CLUB FOREST LODGE ,Herkimer,  ATWELL ,  43 HONNEDAGA LAKE , 
134,1905470,8/24/2019,UNKNOWN ,Suffolk,  WESTHAMPTON BEACH ,  289 DUNE RD , 
135,1905472,8/24/2019,TALBOT (MIKE) RESIDENCE ,Monroe,  BROCKPORT ,  26 ALLEN ST , 
136,1905473,8/24/2019,RONDOUT CREEKL ,Ulster,  KINGSTON ,  100 RONDOUT LANDING , 
137,1905474,8/24/2019,HELLGATE SUBSTATION ,Bronx,  BRONX ,  910 EAST 132 ST , 
138,1905475,8/24/2019,INTERSECTION ,Yates,  BRANCHPORT ,  RT 54 AND GUYANOGA RD , 
139,1905476,8/24/2019,SPEEDWAY GAS STATION ,Ulster,  ULSTER ,  416 RT 28 , 
140,1905493,8/25/2019,BUFFALO TERMINAL ,Genesee,  CORFU ,  QC415 , 
141,1905477,8/25/2019,GREAT SOUTH BAY ,Suffolk,  ATLANTIQUE ,  GREAT SOUTH BAY , 
142,1905478,8/25/2019,DRUM RUN ,New York,  MANHATTAN ,  7 HANOVER SQUARE AND WATER ST , 
143,1905479,8/25/2019,PAVEMENT ,Ulster,  KINGSTON ,  370 ALBANY AVE , 
144,1905480,8/25/2019,UNKNOWN ,Suffolk,  DEER PARK ,  80 C EAST JEFRYN BLVD , 
145,1905481,8/25/2019,FUND RESIDENCE ,Nassau,  MASSAPEQUA ,  12 SEMINOLE AVENUE , 
146,1905482,8/25/2019,PAD MOUNT ,Cattaraugus,  CATTAURAUGUS ,  25 NORTH FRANKLIN ST , 
147,1905483,8/25/2019,ALONG BEECHWOOD RD FROM RT 20 ,Schoharie,  SHARON SPRINGS ,  BEECHWOOD , 
148,1905484,8/25/2019,MCKINLEY PKWY ,Erie,  BUFFALO ,  @EDGEWOOD AVE , 
149,1905485,8/25/2019,UNKNOWN ,Suffolk,  NORTH BABYLON ,  40 DEER LAKE DR , 
150,1905486,8/25/2019,MANHOLE 31366 ,Bronx,  BRONX ,  EAST 132ND AT WALNUT AVE , 
151,1905502,8/26/2019,OVERTON PRESERVE/ ANCAR REALTY LLC ,Suffolk,  CORAM ,  48 MILL ROAD , 
152,1905487,8/26/2019,FTELEYA AVE ,Bronx,  BRONX ,  AT CROSS BRONX EXPRESSWAY SERVICE ROAD , 
153,1905488,8/26/2019,RESIDENCE ,Putnam,  PUTNAM VALLEY ,  27 FLORIDAN RD , 
154,1905489,8/26/2019,SPEEDWAY ,Erie,  BUFFALO ,  2133SOUTH PARK AVE , 
155,1905490,8/26/2019,SPEEDWAY ,Erie,  BUFFALO ,  2133 SOUTH PARK AVE , 
156,1905491,8/26/2019,SPEEDWAY ,Erie,  BUFFALO ,  2133 SOUTH PARK AVE , 
157,1905492,8/26/2019,DRUM RUN- BOTR ,Kings,  BROOKLYN ,  538 JUNIUS ST , 
158,1905494,8/26/2019,CUTHBERTSON - UST ,Westchester,  CHAPPAQUA ,  315 ROARING BROOK ROAD , 
159,1905495,8/26/2019,DRIVE MAT ,Erie,  LANCASTER ,  5821 BROADWAY , 
160,1905496,8/26/2019,LLOYD SCHARF RESIDENCE ,Cattaraugus,  SOUTH DAYTON ,  7895 KELLOGG HILL RD , 
161,1905497,8/26/2019,CRUSHED STONE ,Monroe,  WEST HENRIETTA ,  4601 EAST RIVER ROAD , 
162,1905507,8/26/2019,IFO HOWARD HANNA REAL ESTATE ,Steuben,  HAMMONDSPORT ,  52 PULTENEY STREET , 
163,1906043,8/26/2019,AJ OIL & GAS EXPLORATION ,Allegany,  BOLIVAR ,  FORD BROOK SOUTH BRANCH RD , 
164,1905498,8/26/2019,RESIDENCE ,Ulster,  KINGSTON ,  36 ANDREWS ST , 
165,1905499,8/26/2019,SOIL ,New York,  MANHATTAN ,  HOLLAND RIVER DRIVE , 
166,1905500,8/26/2019,SOIL ,Erie,  BUFFALO ,  580 OHIO ST , 
167,1905501,8/26/2019,SOIL ,Chautauqua,  PANAMA ,  1267 GOSHEN ROAD , 
168,1905503,8/26/2019,UNKNOWN ,Nassau,  WANTAGH ,  307 TWIN LANE , 
169,1905504,8/26/2019,SPEEDWAY ,Schenectady,  SCHENECTADY ,  2222 CENTRAL AVE , 
170,1905505,8/26/2019,RJ VALENTE COMPANY ,Rensselaer,  TROY ,  1 MADISON ST , 
171,1905518,8/26/2019,DAVE'S SERVICE CENTER ,Erie,  BUFFALO ,  2365 SOUTH PARK AVE , 
172,1905506,8/26/2019,WESTCHESTER COUNTY AIRPORT NET JETS ,Westchester,  WEST HARRISON ,  38 LOOP RD , 
173,1905508,8/26/2019,RESIDENCE ,Putnam,  MAHOPAC ,  128 SHEER HILL RD , 
174,1905509,8/26/2019,WEISER - UST ,Westchester,  NEW ROCHELLE ,  15 FERN ST , 
175,1905510,8/26/2019,EDF RENEWABLES COPENHAGEN WIND FARM ,Lewis,  COPENHAGEN ,  10400 PLANK RD , 
176,1905511,8/26/2019,ESPLANADE HOTEL ,Westchester,  WHITE PLAINS ,  4 LYON PLACE , 
177,1905512,8/26/2019,TRANSPORT MVA ,Steuben,  PAINTED POST ,  I86 EB BETWEEN EXIT 43 & EXIT 44A , 
178,1905513,8/26/2019,SHELL STATION ,Kings,  BROOKLYN ,  3046 CONEY ISLAND AVE , 
179,1905514,8/26/2019,POST OFFICE ,Onondaga,  MARCELLUS ,  9 EAST MAIN ST , 
180,1905515,8/26/2019,SMITH RESIDENCE ,Otsego,  PORTLANDVILLE ,  139 HAPPY VALLEY RD , 
181,1905516,8/26/2019,DRILL RIG AT RGE PROJECT ,Monroe,  HENRIETTA ,  4601 EAST RIVER RD , 
182,1905517,8/26/2019,BROADWAY HOME / GOLDAY VENTURE ,Sullivan,  MONTICELLO ,  364 EAST BROADWAY , 
183,1905519,8/26/2019,POLE 103 SOIL ,Saratoga,  BALLSTON SPA ,  HOP CITY ROAD , 
184,1905520,8/26/2019,SOIL ,Onondaga,  CAMILLUS ,  5 EAST EXPRESS WAY BIPASS , 
185,1905521,8/26/2019,TO SIDEWALK AND PRIVATE PROPERTY - PLEASE CALL ,Kings,  BROOKLYN ,  128 NEWTON ST , 
186,1905522,8/26/2019,RUBEN RESIDENCE ,Nassau,  EAST MEADOW ,  1548 SHERWOOD DR , 
187,1905523,8/26/2019,SANTOS - UST ,Westchester,  YONKERS ,  243 NEW MAIN ST , 
188,1905524,8/26/2019,STATES CONSTRUCTION MVA ,Schuyler,  BURDETT ,  CR 4/CR 2 INTERSECTION , 
189,1905526,8/26/2019,GROUND FLOOR DRAINS ,Warren,  LAKE GEORGE ,  22 GAGE ROAD , 
190,1905525,8/26/2019,ETHICAL SOCIETY ,Westchester,  OSSINING ,  108 PINESBRIDGE RD , 
191,1905527,8/26/2019,DALLAS RESIDENCE ,Greene,  CATSKILL ,  458 GREEN LAKE ROAD , 
192,1905528,8/26/2019,JENBAR TRUCKING DIESEL LINE STRUCK BY DEBRIS ,Tompkins,  ITHACA ,  757 WARREN RD , 
193,1905529,8/26/2019,TCI ,Albany,  COEYMANS ,  99 COEYMANS INDUSTRIAL PARK LANE , 
194,1905530,8/26/2019,RAMAPO SUB STATION ,Rockland,  RAMAPO ,  333 TORNE VALLEY RD , 
195,1905531,8/26/2019,SOIL ,Sullivan,  LIVINGSTON MANOR ,  1764 BEAVER KILL ROAD , 
196,1905532,8/26/2019,HYDRO FAILURE ,Richmond,  STATEN ISLAND ,  4000 HYLAN BLVD , 
197,1905533,8/26/2019,UNKNOWN ,Suffolk,  BAY SHORE ,  94 OCEAN AVE , 
198,1905534,8/26/2019,NAT GRID ,Queens,  JAMAICA ,  8623 144TH ST , 
199,1905535,8/26/2019,ROADWAY ,New York,  NEW YORK ,  E 49TH ST/LEXINGTON AVE , 
200,1905536,8/26/2019,CUMBERLAND FARMS ,Westchester,  BRIARCLIFF ,  1168 PLEASANTVILLE RD , 
201,1905537,8/27/2019,POLE 34889 ,Richmond,  STATEN ISL ,  150 ELIZABETH ST , 
202,1905538,8/27/2019,MVA ROLLOVER MOTOR OIL LOST ,Tioga,  OWEGO ,  763 EAST BEECHER HILL RD , 
203,1905539,8/27/2019,IBM HQ ,Westchester,  SOMERS ,  294 ROUTE 100 , 
204,1905557,8/27/2019,PIEDMONT RESOURCES CORPORATION ,Allegany,  ALMA ,  FORDS BROOK SOUTH BRANCH RD , 
205,1905540,8/27/2019,SOIL ,Oswego,  CENTRAL SQUARE ,  39 KELLAR ROAD , 
206,1905541,8/27/2019,CENTRAL HUDSON G&E ,Dutchess,  WAPPINGERS FALLS ,  33 GELLATLY DR , 
207,1905542,8/27/2019,SOIL ,Dutchess,  POUGHKEEPSIE ,  15 VAN DUZER ROAD , 
208,1905543,8/27/2019,ADIRONDACK CENTRAL SCHOOL/ ELEMENTARY ,Lewis,  WEST LEYDEN ,  1157 FISH CREEK RD , 
209,1905544,8/27/2019,PETRO LOADING DOCK ,Suffolk,  SOUTHAMPTON ,  224 NORTH MAIN STREET , 
210,1905545,8/27/2019,SOUNDVIEW HOUSES ,Bronx,  BRONX ,  615 ROSEDALE AVE , 
211,1905546,8/27/2019,VERIZON ,Ulster,  NEW PALTZ ,  48 JENKINSTOWN RD , 
212,1905547,8/27/2019,SPEEDWAY LLC ,Nassau,  INWOOD ,  500 BURNSIDE AVE , 
213,1905548,8/27/2019,LANDAU - UST ,Westchester,  NEW ROCHELLE ,  95 AVIEMORE DRIVE , 
214,1905549,8/27/2019,RGE TRANSFORMER ,Monroe,  GREECE ,  294 PENNELS DRIVE , 
215,1905550,8/27/2019,HUGGLER/VREELAND RES ,Sullivan,  YOUNGSVILLE ,  4088 RTE 52 , 
216,1905551,8/27/2019,BROKEN HYDRAULIC LINE ,St Lawrence,  MASSENA ,  1814 STATE ROUTE 131 , 
217,1905552,8/27/2019,TRACOR LEFT ON PROPERTY ,Washington,  PUTNAM ,  SAGAMORE RD OFF OF GULL BAY RD , 
218,1905553,8/27/2019,GROUD UNDER SIDE WALK ,Westchester,  YONKERS ,  136-138 MCLEAN AVE. , 
219,1905554,8/27/2019,LARSEN RESIDENCE ,Suffolk,  MELVILLE ,  12 CABRIOLET LANE , 
220,1905559,8/27/2019,FAIRPORT CSD BUS GARAGE ,Monroe,  FAIRPORT ,  830 AYRAULT ROAD , 
221,1905555,8/27/2019,CROTON POINT PARK ,Westchester,  CROTON ON HUDSON ,  1A CROTON POINT AVE , 
222,1905556,8/27/2019,NYSEG ,Clinton,  WEST CHAZY ,  239 ROONEY RD , 
223,1905558,8/27/2019,BASEMENT SPILL- CHIODO/SZULEWSKI ,Sullivan,  ELDRED ,  60 ELDRED-YULAN ROAD , 
224,1905560,8/27/2019,GIBBS - UST ,Westchester,  ARMONK ,  1 LYONS COURT , 
225,1905561,8/27/2019,NAT GRID ,Rensselaer,  TROY ,  298 5TH AVE , 
226,1905563,8/27/2019,PAVEMENT ,Dutchess,  POUGHKEEPSIE ,  120 DELAVERN ST , 
227,1905564,8/27/2019,VAN LARE TREATMENT PLANT ,Monroe,  ROCHESTER ,  1574 LAKE SHORE BLVD , 
228,1905565,8/27/2019,ROADWAY ,Onondaga,  SYRACUSE ,  I81 , 
229,1905566,8/27/2019,LEROY TOTH TRUCKING; INC. ,Oneida,  WESTMORELAND ,  MILE 243.3 WB I90 , 
230,1905567,8/27/2019,RESIDENCE ,Saratoga,  GREENFIELD CENTER ,  1 MADDY GROVE RD , 
231,1905590,8/27/2019,US POST OFFICE - HG CONTAINER ,Monroe,  ROCHESTER ,  1700 LYELL AVENUE , 
232,1906120,8/27/2019,STRIP STORES ,Nassau,  LOCUST VALLEY ,  83-91 BIRCH HILL ROAD , 
233,1905568,8/27/2019,TRANSFORMER - PAD ,Dutchess,  FISHKILL ,  172 RTE 9 , 
234,1905569,8/27/2019,PAVEMENT ,New York,  MANHATTAN ,  7 WARDS ISLAND , 
235,1905570,8/27/2019,RESD BLDG ,New York,  MANHATTAN ,  250 E39TH ST , 
236,1905571,8/27/2019,RESIDENCE ,Ulster,  KINGSTON ,  323 BEAVERKILL RD , 
237,1905572,8/27/2019,CONCRETE ,Washington,  HUDSON FALLS ,  93 RIVER STREET , 
238,1905573,8/27/2019,RESIDENCE ,Nassau,  ROSLYN ,  16 BEACHWOOD RD , 
