,Spill Number,Date Spill Reported,Spill Name,County,City/Town,Address,
44,1705110,8/21/2017,NAT GRID TRANSFORMER DELAWARE AVE ,Albany,  ALBANY ,  470 DELAWARE AVE , 
45,1705111,8/22/2017,HUDSON RIVER ,Rensselaer,  RENSSELAER ,  TRACY STREET , 
46,1705112,8/22/2017,ROAD ,Erie,  ELMA ,  BOWEN RD WOODARD RD , 
47,1705113,8/22/2017,ROFIN ,Oneida,  CLARKMILLS ,  7710 MAIN ST , 
48,1705115,8/22/2017,COMMERCIAL ,Nassau,  GLEN COVE ,  71 HERB HILL RD , 
49,1705114,8/22/2017,LEIGHIGH HANSEN ,Warren,  GLENS FALLS ,  313 WARREN ST , 
50,1705116,8/22/2017,HARLEM BRIDGE ,Erie,  WEST SENECA ,  CLINTON RD , 
51,1705118,8/22/2017,AMMANN RESIDENCE (JAMES) ,Monroe,  GATES ,  41 LETTINGTON AVE , 
52,1705117,8/22/2017,ROADWAY ,Suffolk,  CENTEREACH ,  2575 MIDDLE COUNTRY RD/WOOD , 
53,1705119,8/22/2017,REGENERON TEMPEL LN AMERICAN DESIGN ,Rensselaer,  EAST GREENBUSH RENS ZIP ,  401 TEMPEL LN , 
54,1705120,8/22/2017,COMMERCIAL ,Suffolk,  MEDFORD ,  115 OREGON AVE , 
55,1705121,8/22/2017,UNKNOWN ,Suffolk,  MEDFORD ,  IFO 66 CAMILLE LANE , 
56,1705122,8/22/2017,CONDOS ,Rockland,  NANUET ,  IFO 158 BRANCHWOOD LANE , 
57,1705123,8/22/2017,SUNNYSIDE YARD ,Queens,  QUEENS ,  39-29 HONEYWELL ST , 
58,1705124,8/22/2017,MTA YARD; OLD ,Queens,  LONG ISLAND CITY ,  QUEENS ST/QUEENS BLVD BR; S OF JACKSON AVE , 
59,1705125,8/22/2017,SUPERIOR PLUS ENERGY ,Monroe,  ROCHESTER ,  275 MCKEE RD , 
60,1705126,8/22/2017,POLE TOP 8-2 ,Onondaga,  WARNERS ,  3301 CESSNA RD , 
61,1705127,8/22/2017,HORSEHEADS COMPRESSOR STATION ,Chemung,  HORSEHEADS ,  87 BUSH RD , 
62,1705128,8/22/2017,VACANT PROP UNDER RENOVATION TROY SCHENECTADY RD ,Albany,  LATHAM ,  364 TROY SCHENECTADY RD , 
63,1705129,8/22/2017,ROAD ,Albany,  LOUDONVILLE ,  35 JAMES DR , 
64,1705131,8/22/2017,UNKNOWN ,Suffolk,  WESTHAMPTON BEACH ,  SUNRISE HWY E WEST OF X63 , 
65,1705130,8/22/2017,POLE TOP 14 ,Westchester,  SCARSDALE ,  77 GARDEN RD , 
66,1705132,8/22/2017,POLLINS RESIDENCE ,Ulster,  WOODSTOCK ,  23 HARDER RD , 
67,1705133,8/22/2017,RR TRACK 4 TRACK MILE 98 ST ,New York,  NEW YORK ,  RR TRACK 4 TRACK MILE 98 ST , 
68,1705134,8/22/2017,MALVERNE DPW ,Nassau,  MALVERNE ,  9 HEMPSTEAD , 
69,1705135,8/22/2017,CONTINENTAL TRANSMISSION ,Erie,  BUFFALO ,  909 HERTEL AVE , 
70,1705136,8/22/2017,KLAGSBRUN - UST ,Westchester,  CHAPPAQUA ,  78 HAIGHTS CROSS RD , 
71,1705137,8/22/2017,BENATTAR - UST ,Westchester,  PLEASANTVILLE ,  12 RANDY LANE , 
72,1705138,8/22/2017,CROSS ISLAND AUTO BODY ,Richmond,  STATEN ISLAND ,  455 SHARROTTS RD , 
73,1705139,8/22/2017,STEWARTS 308 ,Warren,  NORTH CREEK ,  3196 STATE RT 28 , 
74,1705140,8/22/2017,PIT STOP GAS STATION@ ROUTE 11 ,Cortland,  CORTLANDVILLE ,  RT 11 , 
75,1705141,8/22/2017,VECHTEL POWER ,Dutchess,  DOVER ,  2241 STATE RT 22 , 
76,1705142,8/22/2017,RESIDENTIAL - TTF ,Bronx,  NEW YORK ,  6122 TYNDALL AVE , 
77,1705143,8/22/2017,RESIDENTIAL ,Nassau,  LYNBROOK ,  48 TOTTENHAM ROAD , 
78,1705144,8/22/2017,SIMMONS PROPERTY ,Otsego,  SOUTH EDMESTON ,  224 MICHAEL LN , 
79,1705145,8/22/2017,SEWAGE AT 435 KIPP RD ,Oswego,  PARISH ,  435 KIPP RD , 
80,1705146,8/22/2017,SUPERIOR OIL/ROYAL FLUSH ,Albany,  CLARKSVILLE ,  CORNER TARRYTOWN AND RTE 443 , 
81,1705147,8/22/2017,IN ROADWAY ,Broome,  WHITNEY POINT ,  191 JOYNER RD , 
82,1705148,8/22/2017,OVERHEAD TRANSFORMER ,Westchester,  HARRISON ,  201 UNION AVE , 
83,1705149,8/22/2017,NATIONAL GRID ,Jefferson,  BROWNVILLE ,  17903 CR 59 , 
84,1705150,8/22/2017,SOIL ,Monroe,  WEBSTER ,  1135 WALL RD , 
85,1705151,8/23/2017,POLE TRANSFORMER ,Orange,  PINE BUSH ,  12 SANDBERG PL , 
86,1705184,8/23/2017,ENDERS RESIDENCE ,Oneida,  FORESTPORT ,  12109 WOODHULL RD , 
87,1705152,8/23/2017,POLE TRANSFORMER ,Orange,  PINE BUSH ,  152 CRAWFORD ST , 
88,1705153,8/23/2017,NAT GRID TRANSFORMER MOYER ST POLE 19.5 ,Montgomery,  CANAJOHARIE ,  MOYER ST , 
89,1705223,8/23/2017,CSX ,Albany,  SELKIRK ,  1 BELL CROSSING RD YARD , 
90,1705154,8/23/2017,GRASS RIVER STAGING AREA ,St Lawrence,  MASSENA ,  45 COUNTY ROUTE 42 , 
91,1705155,8/23/2017,RESIDENCE ,Saratoga,  CLIFTON PARK ,  19 HUCKLEBERRY LANE , 
92,1705156,8/23/2017,RESIDENCE ,Dutchess,  WAPPENGERS FALLS ,  23 QUARY DRIVE , 
93,1705157,8/23/2017,IN THE WATER ,Suffolk,  SHIRLEY ,  81 JOHNS NECK ROAD , 
94,1705158,8/23/2017,BRIDGE PROJECT ,Oswego,  FERNWOOD ,  COUNTY RT 41 A , 
95,1705159,8/23/2017,AMRI RIVERSIDE AVE ,Rensselaer,  RENSSELAER ,  33 RIVERSIDE AVE , 
96,1705160,8/23/2017,CRICKET VALLEY ENERGY CENTER ,Dutchess,  DOVER ,  2241 ROUTE 22 , 
97,1705161,8/23/2017,CONE E ISLAND W. BRIDGE ST CATSKILL CREEK ,Greene,  CATSKILL ,  8 W. BRIDGE ST CATSKILL CREEK , 
98,1705162,8/23/2017,GORILLA GARAGE ,Erie,  BLASDELL ,  83 LAKE AVE , 
99,1705164,8/23/2017,SPEEDY'S ,Oswego,  PARISH ,  2023 NY 104 , 
100,1705163,8/23/2017,**DRILL** EASTERN TANK YARD ,Erie,  BUFFALO ,  625 ELK STREET , 
101,1705165,8/23/2017,ON THE ROADWAY ,Queens,  QUEENS ,  GRAND CENTRAL PARKWAY WB @ EXIT 7 , 
102,1705166,8/23/2017,CASELLA WASTE@ 1180 ELMIRA ROAD ,Tompkins,  NEWFIELD ,  1180 ELMIRA ROAD , 
103,1705167,8/23/2017,GAS STATION ,Queens,  FLUSHING ,  72-09 MAIN STREET , 
104,1705168,8/23/2017,JAMES BERRY@6780 VAN BUREN ROAD ,Onondaga,  WARNERS ,  6780 VAN BUREN ROAD , 
105,1705169,8/23/2017,COUNTY PARK ,Westchester,  KATONAH ,  2610 STATE ROUTE 35 , 
106,1705170,8/23/2017,COLONIE LANDFILL ODOR ,Albany,  WATERFORD LATHAM COHOES COLONI ,  1319 LOUDON RD RT 9 LANDFILL 11 GADWALL DR , 
107,1705171,8/23/2017,CON ED RAMAPO SUB STATION ,Rockland,  HILLBURN ,  TORNE VALLEY RD AND RT 59 , 
108,1705172,8/23/2017,RESIDENCE ,Suffolk,  MEDFORD ,  12 LACEBARK LANE , 
109,1705173,8/23/2017,WASHINTON COUNTY FAIR ,Washington,  GREENWICH ,  392 OLD SCHUYLERVILLE , 
110,1705174,8/23/2017,ROYAL CARTING GARBAGE TRUCK ,Dutchess,  HOPEWELL JUNCTION ,  MILLER RD , 
111,1705175,8/23/2017,PAD MOUNT ,Broome,  BINGHAMTON ,  1 ELY PARK BLVD , 
112,1705176,8/23/2017,PARKING LOT ,Albany,  ALBANY ,  220 GREEN ST , 
113,1705177,8/23/2017,BACKYARD BAR AND GRILL ,Chautauqua,  JAMESTOWN ,  4003 ROUTE 380 , 
114,1705178,8/23/2017,GANNET RESIDENCE ,Suffolk,  FARMINGVILLE ,  60 WOODYCREST DRIVE , 
115,1705179,8/23/2017,COMMERCIAL ,Nassau,  MASSAPEQUA ,  13 ALHAMBRA ROAD , 
116,1705180,8/23/2017,NAT GRID TRANFORMER MORGAN AVE POLE 13 ,Schenectady,  SCHENECTADY ZIP NISKAYUNA ,  895 MORGAN AVE , 
117,1705181,8/23/2017,COLONIE LANDFILL ODOR ,Albany,  COLONIE COHOES LATHAM WATERFOR ,  1319 LOUDON RD RT 9 LANDFILL , 
118,1705182,8/23/2017,NYS DIV MILITARY ARMORY OLD NISKAYUNA MOTORPOOL ,Albany,  LATHAM ,  330 OLD NISKAYUNA RD , 
119,1705193,8/23/2017,DUPONT YERKES ,Erie,  TONAWANDA ,  3115 RIVER ROAD , 
120,1705183,8/23/2017,AHERN RESIDENCE ,Suffolk,  FARMINGVILLE ,  11 EDGEWOOD AVENUE , 
121,1705185,8/23/2017,ZAGLAUER - UST ,Westchester,  HAWTHORNE ,  86 AMSTERDAM AVE , 
122,1705188,8/23/2017,FORMER EXXON TERMINAL ,Erie,  BUFFALO ,  625 ELK , 
123,1705186,8/23/2017,POLE TOP W32 ,Westchester,  SCARSDALE ,  FOX MEADOW RD AND FENIMORE RD , 
124,1705187,8/23/2017,BECKFORD RESIDENCE ,Suffolk,  MASTIC ,  134 MORICHES AVENUE , 
125,1705189,8/23/2017,LEAKING TRUCK TANK ,Dutchess,  FISHKILL ,  I-84 WB MM 48.8 , 
126,1705190,8/23/2017,BICENTENNIAL PARK ,Essex,  TICONDEROGA ,  MONTCALM STREET , 
127,1705191,8/23/2017,WALKER RESIDENCE ,Nassau,  FREEPORT ,  423 SOUTH BAYVIEW AVE , 
128,1705192,8/23/2017,SPEEDYS TRAVEL PLAZA ,Oswego,  Parish ,  2023 NY Rte 104 , 
129,1705194,8/23/2017,NAT GRID TRANS CENTRAL@WASHINGTON AVE POLE 508 � ,Albany,  ALBANY (RPT&#39;D AS COLONIE) ,  CENTRAL AVE @ WASHINGTON AVE , 
130,1705195,8/23/2017,ROGERS ROCK CG ,Warren,  HAGUE ,  HAGUE CG , 
131,1705196,8/23/2017,HIDE AWAY MARINA ,Ulster,  KINGSTON ,  ABEEL STREET , 
132,1705197,8/23/2017,UNKNOWN ,Suffolk,  RIVERHEAD ,  C-8 DOGWOOD STREET , 
133,1705225,8/24/2017,CHRISRTOPHER RESIDENCE ,Oneida,  WHITESBORO ,  16 HIGH STREET , 
134,1705198,8/24/2017,ROADWAY ,Orange,  NEWBURGH ,  6 COREL PL , 
135,1705199,8/24/2017,PENN YAN WWTP ,Yates,  PENN YAN ,  30 ELMWOOD AVE , 
136,1705200,8/24/2017,SUNOCO LOUDON RD ,Albany,  LATHAM ,  902 LOUDON RD , 
137,1705201,8/24/2017,REGULAR LINE ,Monroe,  ROCHESTER ,  3550 MT READ BLVD , 
138,1705202,8/24/2017,REGULAR/PREMIUM LINES ,Monroe,  ROCHESTER ,  3930 DEWEY AVE , 
139,1705203,8/24/2017,SUNOCO #0373-3219 ,Essex,  LAKE PLACID ,  2792 WILMINGTON RD , 
140,1705204,8/24/2017,PVT HOMES ,Saratoga,  WATERFORD ,  1115 PAKER ST , 
141,1705205,8/24/2017,SAFTEY CLEAN ,Albany,  COHOES ,  17 GREEN MT DRIVE , 
142,1705206,8/24/2017,BRENNAN RESIDENCE ,Nassau,  MERRICK ,  24 IRIS AVENUE , 
143,1705207,8/24/2017,FAR LEFT SIDE OF BEACH ,Erie,  HAMBURG ,  HAMBURG BEACH , 
144,1705208,8/24/2017,FRONT SIDE YARD ,Orange,  GOSHEN ,  4250 RT 94 , 
145,1705209,8/24/2017,ROADWAY ,Onondaga,  GEDDES ,  WEST BOUND 690 MILE 9.4 , 
146,1705210,8/24/2017,ROADWAY ,Saratoga,  SARATOGA SPRINGS ,  FINLEY ST , 
147,1705211,8/24/2017,MAGOULAS RESIDENCE ,Nassau,  GLEN COVE ,  4 EASTLAND DRIVE , 
148,1705212,8/24/2017,WEBSTER-SPRY SCHOOL ,Monroe,  WEBSTER ,  119 SOUTH AVE , 
149,1705213,8/24/2017,BASEMENT ,Fulton,  PERTH ,  1896 HWY 107 , 
150,1705214,8/24/2017,SAMARITAN VILLAGE ,Ulster,  ELLENVILLE ,  751 BRIGGS HIGHWAY , 
151,1705215,8/24/2017,ORANGE COUNTY EMMS TOWER SITE ,Putnam,  PUTNAM VALLEY ,  ROUTE 301 , 
152,1705219,8/24/2017,ROADSIDE ,Suffolk,  BAY SHORE ,  1545 5TH INDUSTRIAL COURT , 
153,1705216,8/24/2017,CODISPOTI RES ,Putnam,  CARMEL ,  56 WOODLANDS TRAIL , 
154,1705217,8/24/2017,DRIVEWAY ,Essex,  CROWN POINT ,  198 WALCOTT ROAD , 
155,1705218,8/24/2017,NFG FACILITY ,Erie,  WEST SENECA ,  365 MINERAL SPRINGS , 
156,1705220,8/24/2017,HOME ,Saratoga,  MECHANICVILLE ,  25 HIDDEN FARM RD , 
157,1705221,8/24/2017,ROADWAY ,Erie,  BUFFALO ,  SOUTH OGDEN AND THIELMAN DRIVE , 
158,1705222,8/24/2017,GRADE CROSSING ,Oneida,  YORKVILLE ,  PUMP HOUSE RD AND ROUTE 5A , 
159,1705224,8/24/2017,ROADWAY/SHOULDER ,Erie,  BUFFALO ,  RT 190 NORTH NEAR SCAJAQUADA ON RAMP , 
160,1705226,8/24/2017,RESIDENCE ,Clinton,  PLATTSBURGH ,  523 MILITARY TURNPIKE , 
161,1705227,8/24/2017,CASELLA ,Ontario,  STANELY ,  1879 STATE RT 5 & 20 , 
162,1705228,8/24/2017,PARKING LOT ,Warren,  QUEENSBURY ,  765 QUAKER ROAD , 
163,1705229,8/24/2017,GLENRIDGE HOME INDIANKILL CREEK HETCHELTOWN RD ,Schenectady,  GLENVILLE ,  24 HETCHELTOWN RD INDIANKILL CREEK INDIANKILL PRES , 
164,1705230,8/24/2017,ROADWAY ,Oswego,  OSWEGO ,  448 COUNTY ROUTE 1A , 
165,1705232,8/24/2017,NEARBY STREAM ,Schoharie,  COBLESKILL ,  4830 ST RT 145 , 
166,1705231,8/24/2017,KRAFT RESIDENCE ,St Lawrence,  MORRISTOWN ,  3252 ROUTE 37 , 
167,1705233,8/24/2017,REGENERON TEMPEL LN DDS ,Rensselaer,  EAST GREENBUSH RENS ZIP ,  401 TEMPEL LN , 
168,1705234,8/24/2017,KHANNA - UST ,Westchester,  MOUNT KISCO ,  299 SOUTH BEDFORD RD , 
169,1705235,8/24/2017,SUPERIOR PLUS OVERFILL ,Steuben,  PRATTSBURGH ,  9990 BEAN STATION ROAD , 
170,1705236,8/24/2017,STOEHLEIN RESIDENCE ,Suffolk,  BRENTWOOD ,  79 VOORHIS DRIVE , 
171,1705237,8/24/2017,BNL ,Suffolk,  UPTON ,  930 WEST 5TH AVENUE , 
172,1705238,8/24/2017,TERMINAL 4 ,Queens,  JAMAICA ,  JFK AIRPORT , 
173,1705239,8/24/2017,COLONIE LANDFILL ODOR ,Albany,  COLONIE COHOES LATHAM WATERFOR ,  1319 LOUDON RD RT 9 LANDFILL COHOES CRESCENT RD , 
174,1705248,8/24/2017,CALIFORNIA CANAL ,Nassau,  ISLAND PARK ,  CALIFORNIA PLACE , 
175,1705240,8/24/2017,MANHOLE 5233 ,Kings,  BROOKLYN ,  ATLANTIC AVE AND GEORGIA AVE , 
176,1705241,8/24/2017,BUILDING# 42 ,Queens,  FLUSHING ,  LAGUARDIA AIRPORT , 
177,1705242,8/25/2017,POLE #110 NYSEG ,Rensselaer,  NORTH GREENBUSH ,  CLOSEST TO 281 STATE RT 150 , 
178,1705243,8/25/2017,ROADWAY ,Ulster,  MARLBORO ,  24 ROBIN DR , 
179,1705244,8/25/2017,BASEMENT ,Broome,  WINDSOR ,  40 RILEY RD , 
180,1705249,8/25/2017,SAG HARBOR ,Suffolk,  SAG HARBOR ,  LONG WHARF , 
181,1705245,8/25/2017,ROADWAY ,Warren,  LAKE GEORGE ,  ROUTE 9 @ MONTCALM STREET , 
182,1705246,8/25/2017,BUILDING 511 ,Monroe,  GREECE ,  1600 LEXINGTON AVE , 
183,1705247,8/25/2017,INSIDE BUILDING ,Monroe,  GREECE ,  511 DISTRIBUTION LN , 
184,1705251,8/25/2017,HIGHWAY GARAGE ,Saratoga,  WATERFORD ,  31 SOUTH ST , 
185,1705252,8/25/2017,OUTSIDE US COST GUARD STATION ,Niagara,  YOUNGSTOWN ,  NIAGARA RIVER- 1 SCOTT AVE , 
186,1705253,8/25/2017,EXIT 15 AND 16 ,Saratoga,  WILTON ,  I87 SOUTH , 
187,1705254,8/25/2017,MONTAUK YACHT CLUB ,Suffolk,  MONTAUK ,  32 STAR ISLAND ROAD , 
188,1705255,8/25/2017,ZARABI RESIDENCE ,Nassau,  PORT WASHINGTON ,  18 COUNTRY CLUB DRIVE , 
189,1705256,8/25/2017,JINVIT - UST ,Westchester,  YONKERS ,  338 HELENA AVE , 
190,1705257,8/25/2017,COMMERCIAL INDUSTRIAL BLDG ,Suffolk,  HAUPPAUGE ,  1140 MOTOR PARKWAY , 
191,1705258,8/25/2017,RESIDENCE ,Suffolk,  CENTER MORICHES ,  11 RHODODENDRON DRIVE , 
192,1705259,8/25/2017,OCEANSIDE SCHOOL ,Nassau,  OCEANSIDE ,  3160 SKILLMAN AVENUE , 
193,1705260,8/25/2017,JUNK CAR DEPOT ,Bronx,  BRONX ,  1287 EAST BASY AVE , 
194,1705261,8/25/2017,INTERSERTION ,Westchester,  YONKERS ,  BORCHER AND ORIENT AVE , 
195,1705262,8/25/2017,UNKNOWN ,Suffolk,  EAST SETAUKET ,  BELLE MEADE RD/RTE 347 , 
196,1705263,8/25/2017,TRANSFORMER ,Westchester,  PURCHASE ,  LINCOLN AVE AT LINDEN DRIVE , 
197,1705264,8/25/2017,BUILDING 42 ,Queens,  FLUSHING ,  LAGUARDIA AIRPORT , 
198,1705265,8/25/2017,CON ED POLE TRANSFORMER ,Queens,  QUEENS ,  125-14 FRANCIS LEWIS BLV , 
199,1705266,8/25/2017,PARKING LOT ,Erie,  AMHERST ,  3820 RIDGE LEA RD , 
200,1705267,8/25/2017,NOVELIS ,Oswego,  Scriba ,  448 county route 1a , 
201,1705268,8/25/2017,PAD 65/48 ,Rockland,  SUFFERN ,  3 WHISPER LANE , 
202,1705269,8/25/2017,RESIDENCE ,Suffolk,  NORTH HAVEN ,  289 FERRY RD , 
203,1705270,8/25/2017,SIDE OF BUILDING ,Queens,  BAYSIDE ,  1300 209TH ST , 
204,1705271,8/25/2017,ROOF REFRIDG UNIT ,Delaware,  HOBART ,  172 RAILROAD AVE , 
205,1705272,8/25/2017,TOP NOTCH AUTO ,Broome,  SANITARIA SPRING S ,  41 DEPOT ST , 
206,1705273,8/25/2017,SOIL ,Delaware,  TOMPKINS ,  JOHNNY BROOK ROAD , 
207,1705274,8/25/2017,ROADWAY ,Bronx,  BRONX ,  ASHLOOP AND ALDER PLACE , 
208,1705275,8/25/2017,SOIL ,Erie,  SPRINGVILLE ,  287 SOUTH CASCADE DRIVE , 
209,1705276,8/25/2017,DRUM RUN ,Kings,  BROOKLYN ,  DIVISION PLACE AND PORTER AVE , 
210,1705277,8/25/2017,PARKING LOT ,Nassau,  HICKSVILLE ,  828 SOUTH OYSTER BAY RD , 
211,1705278,8/25/2017,DURSO RESIDENCE ,Nassau,  EAST MEADOW ,  751 BLACKSTONE , 
212,1705279,8/25/2017,MAINTENANCE SHOP ,Niagara,  NIAGARA FALLS ,  100 ENERGY BLVD , 
213,1705280,8/25/2017,VALERO GAS STATION ,Nassau,  HEMPSTEAD ,  210 GREENWICH STREET , 
214,1705281,8/26/2017,SB SERVICE ROAD ,Queens,  QUEENS ,  VANWYCK EXPRESSWAY AND JEWEL AVE , 
215,1705282,8/26/2017,UNKNOWN ,Nassau,  CEDARHURST ,  390 OAK AVENUE , 
216,1705283,8/26/2017,TRACTOR TRAILER RT 5S ,Montgomery,  FLORIDA ,  2188 STATE HWY 5S (RT 5S) , 
217,1705284,8/26/2017,RESIDENCE ,Suffolk,  GREENPORT ,  182-184 CENTRAL AVE , 
218,1705285,8/26/2017,PARKING LOT- LOVES PARKING LOT ,Columbia,  CANAAN ,  12845 ROUTE 22 , 
219,1705286,8/26/2017,ROADWAY ,Richmond,  STATEN ISLAND ,  SLOSSEN AVE LORTEL (118 LORTEL AVE) , 
220,1705287,8/26/2017,PULASKI BRIDGE ,Kings,  brooklyn ,  NEW TOWN CREEK , 
221,1705288,8/26/2017,ROADWAY ,Schenectady,  GLENVILLE ,  SOUTH HOMES ST/SANDERS AVE , 
222,1705289,8/26/2017,SOIL ,Fulton,  DOLGEVILLE ,  NEXT TO 7687 STATE ROUTE 29 , 
223,1705290,8/26/2017,TERM 4; GATE B47 ,Queens,  QUEENS ,  JFK , 
224,1705291,8/27/2017,VEHICLE ,Kings,  BROOKLYN ,  AVE Z AND CONEY ISLAND AVE , 
225,1705292,8/27/2017,LEY CREEK ,Onondaga,  DEWITT ,  6278 THOMPSON RD , 
226,1705293,8/27/2017,GULF ,Nassau,  WESTBURY ,  6049 BRUSH HOLLOW ROAD , 
227,1705294,8/27/2017,CHRISTONSIN RESIDENCE ,Nassau,  FARMINGDALE ,  70 WEST ZORANNE DRIVE , 
228,1705295,8/27/2017,IN ROAD ,New York,  MANHATTAN ,  27TH ST AND 1ST AVE , 
229,1705296,8/27/2017,LOWES #524 ,Ulster,  KINGSTON ,  901 FRANK SOTTILE BLVD , 
230,1705297,8/27/2017,RESIDENCE ,Suffolk,  BROOKHAVEN ,  381 SOUTH COUNTRY ROAD , 
231,1705298,8/27/2017,BOAT RAMP ,Warren,  LAKE GEORGE ,  139 BEACH ROAD , 
232,1705299,8/28/2017,GARAGE FLOOR ,Kings,  BROOKLYN ,  1824 SHORE PARKWAY , 
233,1705300,8/28/2017,ON THE GROUND ,Rensselaer,  RENSSELAER ,  214 SPRING AVE , 
234,1705301,8/28/2017,CSX ,Albany,  SELKIRK ,  1 BELL CROSSING RD YARD , 
235,1705302,8/28/2017,ROAD WAY ,New York,  NEW YORK ,  3939 BROADWAY , 
236,1705303,8/28/2017,ASPHALT PLANT ,Onondaga,  ELBRIDGE ,  4800 STATE ROUTE 321 , 
